slug,locale,occupation,category,score,status,notes
first-line-supervisors-of-material-moving-machine-and-vehicle-operators,zh-CN,First Line Supervisors Of Material Moving Machine And Vehicle Operators,physical_trade_service,5,ready,
first-line-supervisors-of-material-moving-machine-and-vehicle-operators,en,First Line Supervisors Of Material Moving Machine And Vehicle Operators,physical_trade_service,5,ready,
first-line-supervisors-of-mechanics-installers-and-repairers,zh-CN,"First Line Supervisors Of Mechanics, Installers, And Repairers",physical_trade_service,5,ready,
first-line-supervisors-of-mechanics-installers-and-repairers,en,"First Line Supervisors Of Mechanics, Installers, And Repairers",physical_trade_service,5,ready,
first-line-supervisors-of-non-retail-sales-workers,zh-CN,First Line Supervisors Of Non Retail Sales Workers,physical_trade_service,5,ready,
first-line-supervisors-of-non-retail-sales-workers,en,First Line Supervisors Of Non Retail Sales Workers,physical_trade_service,5,ready,
first-line-supervisors-of-passenger-attendants,zh-CN,First Line Supervisors Of Passenger Attendants,physical_trade_service,5,ready,
first-line-supervisors-of-passenger-attendants,en,First Line Supervisors Of Passenger Attendants,physical_trade_service,5,ready,
first-line-supervisors-of-personal-service-workers,zh-CN,First Line Supervisors Of Personal Service Workers,physical_trade_service,5,ready,
first-line-supervisors-of-personal-service-workers,en,First Line Supervisors Of Personal Service Workers,physical_trade_service,5,ready,
first-line-supervisors-of-police-and-detectives,zh-CN,First Line Supervisors Of Police And Detectives,legal_regulatory,5,ready,
first-line-supervisors-of-police-and-detectives,en,First Line Supervisors Of Police And Detectives,legal_regulatory,5,ready,
first-line-supervisors-of-production-and-operating-workers,zh-CN,First Line Supervisors Of Production And Operating Workers,physical_trade_service,5,ready,
first-line-supervisors-of-production-and-operating-workers,en,First Line Supervisors Of Production And Operating Workers,physical_trade_service,5,ready,
first-line-supervisors-of-retail-sales-workers,zh-CN,First Line Supervisors Of Retail Sales Workers,physical_trade_service,5,ready,
first-line-supervisors-of-retail-sales-workers,en,First Line Supervisors Of Retail Sales Workers,physical_trade_service,5,ready,
first-line-supervisors-of-security-workers,zh-CN,First Line Supervisors Of Security Workers,legal_regulatory,5,ready,
first-line-supervisors-of-security-workers,en,First Line Supervisors Of Security Workers,legal_regulatory,5,ready,
first-line-supervisors-of-weapons-specialists-crew-members,zh-CN,First Line Supervisors Of Weapons Specialists/Crew Members,military_command,5,ready,
first-line-supervisors-of-weapons-specialists-crew-members,en,First Line Supervisors Of Weapons Specialists/Crew Members,military_command,5,ready,
fitness-and-wellness-coordinators,zh-CN,Fitness And Wellness Coordinators,education_counseling,5,ready,
fitness-and-wellness-coordinators,en,Fitness And Wellness Coordinators,education_counseling,5,ready,
fitness-trainers-and-instructors,zh-CN,Exercise Trainers And Group Fitness Instructors,education_counseling,5,ready,
fitness-trainers-and-instructors,en,Exercise Trainers And Group Fitness Instructors,education_counseling,5,ready,
flight-attendants,zh-CN,Flight Attendants,aviation_transport_safety,4,ready,
flight-attendants,en,Flight Attendants,aviation_transport_safety,4,ready,
floral-designers,zh-CN,Floral Designers,creative_performance,5,ready,
floral-designers,en,Floral Designers,creative_performance,5,ready,
food-and-beverage-serving-and-related-workers,zh-CN,Fast Food And Counter Workers,physical_trade_service,4,ready,
food-and-beverage-serving-and-related-workers,en,Fast Food And Counter Workers,physical_trade_service,4,ready,
food-and-tobacco-roasting-baking-and-drying-machine-operators-and-tenders,zh-CN,"Food And Tobacco Roasting, Baking, And Drying Machine Operators And Tenders",physical_trade_service,5,ready,
food-and-tobacco-roasting-baking-and-drying-machine-operators-and-tenders,en,"Food And Tobacco Roasting, Baking, And Drying Machine Operators And Tenders",physical_trade_service,5,ready,
food-batchmakers,zh-CN,Food Batchmakers,physical_trade_service,5,ready,
food-batchmakers,en,Food Batchmakers,physical_trade_service,5,ready,
food-cooking-machine-operators-and-tenders,zh-CN,Food Cooking Machine Operators And Tenders,physical_trade_service,5,ready,
food-cooking-machine-operators-and-tenders,en,Food Cooking Machine Operators And Tenders,physical_trade_service,5,ready,
food-preparation-workers,zh-CN,Food preparation workers,physical_trade_service,4,ready,
food-preparation-workers,en,Food preparation workers,physical_trade_service,4,ready,
food-and-tobacco-processing-workers,zh-CN,"Food Processing Workers, All Other",physical_trade_service,5,ready,
food-and-tobacco-processing-workers,en,"Food Processing Workers, All Other",physical_trade_service,5,ready,
food-science-technicians,zh-CN,Food Science Technicians,physical_trade_service,7,ready,
food-science-technicians,en,Food Science Technicians,physical_trade_service,7,ready,
food-scientists-and-technologists,zh-CN,Food Scientists And Technologists,physical_trade_service,7,ready,
food-scientists-and-technologists,en,Food Scientists And Technologists,physical_trade_service,7,ready,
food-servers-nonrestaurant,zh-CN,"Food Servers, Nonrestaurant",physical_trade_service,4,ready,
food-servers-nonrestaurant,en,"Food Servers, Nonrestaurant",physical_trade_service,4,ready,
food-service-managers,zh-CN,Food service managers,physical_trade_service,4,ready,
food-service-managers,en,Food service managers,physical_trade_service,4,ready,
foreign-language-and-literature-teachers-postsecondary,zh-CN,"Foreign Language And Literature Teachers, Postsecondary",education_counseling,6,ready,
foreign-language-and-literature-teachers-postsecondary,en,"Foreign Language And Literature Teachers, Postsecondary",education_counseling,6,ready,
forensic-science-technicians,zh-CN,Forensic Science Technicians,engineering_architecture_validation,6,ready,
forensic-science-technicians,en,Forensic Science Technicians,engineering_architecture_validation,6,ready,
forest-and-conservation-technicians,zh-CN,Forest And Conservation Technicians,education_counseling,5,ready,
forest-and-conservation-technicians,en,Forest And Conservation Technicians,education_counseling,5,ready,
forest-and-conservation-workers,zh-CN,Forest And Conservation Workers,education_counseling,5,ready,
forest-and-conservation-workers,en,Forest And Conservation Workers,education_counseling,5,ready,
forest-fire-inspectors-and-prevention-specialists,zh-CN,Forest Fire Inspectors And Prevention Specialists,education_counseling,5,ready,
forest-fire-inspectors-and-prevention-specialists,en,Forest Fire Inspectors And Prevention Specialists,education_counseling,5,ready,
foresters,zh-CN,Foresters,education_counseling,5,ready,
foresters,en,Foresters,education_counseling,5,ready,
forestry-and-conservation-science-teachers-postsecondary,zh-CN,"Forestry And Conservation Science Teachers, Postsecondary",education_counseling,5,ready,
forestry-and-conservation-science-teachers-postsecondary,en,"Forestry And Conservation Science Teachers, Postsecondary",education_counseling,5,ready,
forging-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,"Forging Machine Setters, Operators, And Tenders, Metal And Plastic",physical_trade_service,4,ready,
forging-machine-setters-operators-and-tenders-metal-and-plastic,en,"Forging Machine Setters, Operators, And Tenders, Metal And Plastic",physical_trade_service,4,ready,
fuel-cell-engineers,zh-CN,Fuel Cell Engineers,physical_trade_service,7,ready,
fuel-cell-engineers,en,Fuel Cell Engineers,physical_trade_service,7,ready,
furnace-kiln-oven-drier-and-kettle-operators-and-tenders,zh-CN,"Furnace, Kiln, Oven, Drier, And Kettle Operators And Tenders",physical_trade_service,4,ready,
furnace-kiln-oven-drier-and-kettle-operators-and-tenders,en,"Furnace, Kiln, Oven, Drier, And Kettle Operators And Tenders",physical_trade_service,4,ready,
gambling-and-sports-book-writers-and-runners,zh-CN,Gambling And Sports Book Writers And Runners,legal_regulatory,6,ready,
gambling-and-sports-book-writers-and-runners,en,Gambling And Sports Book Writers And Runners,legal_regulatory,6,ready,
gambling-cage-workers,zh-CN,Gambling Cage Workers,legal_regulatory,6,ready,
gambling-cage-workers,en,Gambling Cage Workers,legal_regulatory,6,ready,
gambling-change-persons-and-booth-cashiers,zh-CN,Gambling Change Persons And Booth Cashiers,legal_regulatory,6,ready,
gambling-change-persons-and-booth-cashiers,en,Gambling Change Persons And Booth Cashiers,legal_regulatory,6,ready,
gambling-dealers,zh-CN,Gambling Dealers,legal_regulatory,6,ready,
gambling-dealers,en,Gambling Dealers,legal_regulatory,6,ready,
gambling-managers,zh-CN,Gambling Managers,legal_regulatory,6,ready,
gambling-managers,en,Gambling Managers,legal_regulatory,6,ready,
gaming-services-occupations,zh-CN,Gambling Services Workers,legal_regulatory,6,ready,
gaming-services-occupations,en,Gambling Services Workers,legal_regulatory,6,ready,
gambling-surveillance-officers-and-gambling-investigators,zh-CN,Gambling Surveillance Officers And Gambling Investigators,legal_regulatory,6,ready,
gambling-surveillance-officers-and-gambling-investigators,en,Gambling Surveillance Officers And Gambling Investigators,legal_regulatory,6,ready,
gas-compressor-and-gas-pumping-station-operators,zh-CN,Gas Compressor And Gas Pumping Station Operators,physical_trade_service,5,ready,
gas-compressor-and-gas-pumping-station-operators,en,Gas Compressor And Gas Pumping Station Operators,physical_trade_service,5,ready,
gas-plant-operators,zh-CN,Gas Plant Operators,physical_trade_service,5,ready,
gas-plant-operators,en,Gas Plant Operators,physical_trade_service,5,ready,
general-internal-medicine-physicians,zh-CN,General Internal Medicine Physicians,medical_clinical,6,ready,
general-internal-medicine-physicians,en,General Internal Medicine Physicians,medical_clinical,6,ready,
general-maintenance-and-repair-workers,zh-CN,General Maintenance And Repair Workers,physical_trade_service,4,ready,
general-maintenance-and-repair-workers,en,General Maintenance And Repair Workers,physical_trade_service,4,ready,
genetic-counselors,zh-CN,Genetic counselors,education_counseling,6,ready,
genetic-counselors,en,Genetic counselors,education_counseling,6,ready,
geneticists,zh-CN,Geneticists,education_counseling,6,ready,
geneticists,en,Geneticists,education_counseling,6,ready,
geodetic-surveyors,zh-CN,Geodetic Surveyors,engineering_architecture_validation,7,ready,
geodetic-surveyors,en,Geodetic Surveyors,engineering_architecture_validation,7,ready,
geographers,zh-CN,Geographers,engineering_architecture_validation,7,ready,
geographers,en,Geographers,engineering_architecture_validation,7,ready,
geographic-information-systems-technologists-and-technicians,zh-CN,Geographic Information Systems Technologists And Technicians,engineering_architecture_validation,7,ready,
geographic-information-systems-technologists-and-technicians,en,Geographic Information Systems Technologists And Technicians,engineering_architecture_validation,7,ready,
geography-teachers-postsecondary,zh-CN,"Geography Teachers, Postsecondary",education_counseling,7,ready,
geography-teachers-postsecondary,en,"Geography Teachers, Postsecondary",education_counseling,7,ready,
geological-and-petroleum-technicians,zh-CN,Geological And Hydrologic Technicians,engineering_architecture_validation,6,ready,
geological-and-petroleum-technicians,en,Geological And Hydrologic Technicians,engineering_architecture_validation,6,ready,
geological-technicians-except-hydrologic-technicians,zh-CN,"Geological Technicians, Except Hydrologic Technicians",engineering_architecture_validation,6,ready,
geological-technicians-except-hydrologic-technicians,en,"Geological Technicians, Except Hydrologic Technicians",engineering_architecture_validation,6,ready,
geoscientists-except-hydrologists-and-geographers,zh-CN,"Geoscientists, Except Hydrologists And Geographers",engineering_architecture_validation,7,ready,
geoscientists-except-hydrologists-and-geographers,en,"Geoscientists, Except Hydrologists And Geographers",engineering_architecture_validation,7,ready,
geothermal-technicians,zh-CN,Geothermal Technicians,engineering_architecture_validation,6,ready,
geothermal-technicians,en,Geothermal Technicians,engineering_architecture_validation,6,ready,
government-property-inspectors-and-investigators,zh-CN,Government Property Inspectors And Investigators,legal_regulatory,6,ready,
government-property-inspectors-and-investigators,en,Government Property Inspectors And Investigators,legal_regulatory,6,ready,
graders-and-sorters-agricultural-products,zh-CN,"Graders And Sorters, Agricultural Products",engineering_architecture_validation,4,ready,
graders-and-sorters-agricultural-products,en,"Graders And Sorters, Agricultural Products",engineering_architecture_validation,4,ready,
graphic-designers,zh-CN,Graphic Designers,creative_performance,7,ready,
graphic-designers,en,Graphic Designers,creative_performance,7,ready,
grinding-lapping-polishing-and-buffing-machine-tool-setters-operators-and-tenders-metal-and-plastic,zh-CN,"Grinding, Lapping, Polishing, And Buffing Machine Tool Setters, Operators, And Tenders, Metal And Plastic",physical_trade_service,4,ready,
grinding-lapping-polishing-and-buffing-machine-tool-setters-operators-and-tenders-metal-and-plastic,en,"Grinding, Lapping, Polishing, And Buffing Machine Tool Setters, Operators, And Tenders, Metal And Plastic",physical_trade_service,4,ready,
grounds-maintenance-workers,zh-CN,Grounds Maintenance Workers,physical_trade_service,3,ready,
grounds-maintenance-workers,en,Grounds Maintenance Workers,physical_trade_service,3,ready,
hand-laborers-and-material-movers,zh-CN,"Laborers And Freight, Stock, And Material Movers, Hand",physical_trade_service,3,ready,
hand-laborers-and-material-movers,en,"Laborers And Freight, Stock, And Material Movers, Hand",physical_trade_service,3,ready,
hazardous-materials-removal-workers,zh-CN,Hazardous materials removal workers,medical_clinical,5,ready,
hazardous-materials-removal-workers,en,Hazardous materials removal workers,medical_clinical,5,ready,
health-and-safety-engineers,zh-CN,"Health And Safety Engineers, Except Mining Safety Engineers And Inspectors",medical_clinical,5,ready,
health-and-safety-engineers,en,"Health And Safety Engineers, Except Mining Safety Engineers And Inspectors",medical_clinical,5,ready,
health-and-safety-engineers-except-mining-safety-engineers-and-inspectors,zh-CN,"Health And Safety Engineers, Except Mining Safety Engineers And Inspectors",medical_clinical,5,ready,
health-and-safety-engineers-except-mining-safety-engineers-and-inspectors,en,"Health And Safety Engineers, Except Mining Safety Engineers And Inspectors",medical_clinical,5,ready,
health-educators,zh-CN,Health Education Specialists,medical_clinical,6,ready,
health-educators,en,Health Education Specialists,medical_clinical,6,ready,
health-informatics-specialists,zh-CN,Health Informatics Specialists,medical_clinical,8,ready,
health-informatics-specialists,en,Health Informatics Specialists,medical_clinical,8,ready,
health-information-technologists-and-medical-registrars,zh-CN,Health information technologists and medical registrars,medical_clinical,8,ready,
health-information-technologists-and-medical-registrars,en,Health information technologists and medical registrars,medical_clinical,8,ready,
health-specialties-teachers-postsecondary,zh-CN,"Health Specialties Teachers, Postsecondary",medical_clinical,6,ready,
health-specialties-teachers-postsecondary,en,"Health Specialties Teachers, Postsecondary",medical_clinical,6,ready,
healthcare-social-workers,zh-CN,Healthcare Social Workers,medical_clinical,5,ready,
healthcare-social-workers,en,Healthcare Social Workers,medical_clinical,5,ready,
hearing-aid-specialists,zh-CN,Hearing Aid Specialists,medical_clinical,5,ready,
hearing-aid-specialists,en,Hearing Aid Specialists,medical_clinical,5,ready,
heat-treating-equipment-setters-operators-and-tenders-metal-and-plastic,zh-CN,"Heat Treating Equipment Setters, Operators, And Tenders, Metal And Plastic",physical_trade_service,4,ready,
heat-treating-equipment-setters-operators-and-tenders-metal-and-plastic,en,"Heat Treating Equipment Setters, Operators, And Tenders, Metal And Plastic",physical_trade_service,4,ready,
heating-air-conditioning-and-refrigeration-mechanics-and-installers,zh-CN,"Heating, Air Conditioning, And Refrigeration Mechanics And Installers",physical_trade_service,4,ready,
heating-air-conditioning-and-refrigeration-mechanics-and-installers,en,"Heating, Air Conditioning, And Refrigeration Mechanics And Installers",physical_trade_service,4,ready,
heavy-and-tractor-trailer-truck-drivers,zh-CN,Heavy And Tractor Trailer Truck Drivers,aviation_transport_safety,4,ready,
heavy-and-tractor-trailer-truck-drivers,en,Heavy And Tractor Trailer Truck Drivers,aviation_transport_safety,4,ready,
heavy-vehicle-and-mobile-equipment-service-technicians,zh-CN,"Mobile Heavy Equipment Mechanics, Except Engines",physical_trade_service,4,ready,
heavy-vehicle-and-mobile-equipment-service-technicians,en,"Mobile Heavy Equipment Mechanics, Except Engines",physical_trade_service,4,ready,
helpers-brickmasons-blockmasons-stonemasons-and-tile-and-marble-setters,zh-CN,"Helpers Brickmasons, Blockmasons, Stonemasons, And Tile And Marble Setters",physical_trade_service,4,ready,
helpers-brickmasons-blockmasons-stonemasons-and-tile-and-marble-setters,en,"Helpers Brickmasons, Blockmasons, Stonemasons, And Tile And Marble Setters",physical_trade_service,4,ready,
helpers-carpenters,zh-CN,Helpers Carpenters,physical_trade_service,4,ready,
helpers-carpenters,en,Helpers Carpenters,physical_trade_service,4,ready,
helpers-electricians,zh-CN,Helpers Electricians,physical_trade_service,4,ready,
helpers-electricians,en,Helpers Electricians,physical_trade_service,4,ready,
helpers-extraction-workers,zh-CN,Helpers Extraction Workers,physical_trade_service,4,ready,
helpers-extraction-workers,en,Helpers Extraction Workers,physical_trade_service,4,ready,
helpers-installation-maintenance-and-repair-workers,zh-CN,"Helpers Installation, Maintenance, And Repair Workers",physical_trade_service,4,ready,
helpers-installation-maintenance-and-repair-workers,en,"Helpers Installation, Maintenance, And Repair Workers",physical_trade_service,4,ready,
helpers-painters-paperhangers-plasterers-and-stucco-masons,zh-CN,"Helpers Painters, Paperhangers, Plasterers, And Stucco Masons",physical_trade_service,4,ready,
helpers-painters-paperhangers-plasterers-and-stucco-masons,en,"Helpers Painters, Paperhangers, Plasterers, And Stucco Masons",physical_trade_service,4,ready,
helpers-pipelayers-plumbers-pipefitters-and-steamfitters,zh-CN,"Helpers Pipelayers, Plumbers, Pipefitters, And Steamfitters",physical_trade_service,4,ready,
helpers-pipelayers-plumbers-pipefitters-and-steamfitters,en,"Helpers Pipelayers, Plumbers, Pipefitters, And Steamfitters",physical_trade_service,4,ready,
helpers-production-workers,zh-CN,Helpers Production Workers,physical_trade_service,4,ready,
helpers-production-workers,en,Helpers Production Workers,physical_trade_service,4,ready,
helpers-roofers,zh-CN,Helpers Roofers,physical_trade_service,4,ready,
helpers-roofers,en,Helpers Roofers,physical_trade_service,4,ready,
high-school-teachers,zh-CN,"Secondary School Teachers, Except Special and Career/Technical Education",education_counseling,5,ready,
high-school-teachers,en,"Secondary School Teachers, Except Special and Career/Technical Education",education_counseling,5,ready,
highway-maintenance-workers,zh-CN,Highway Maintenance Workers,physical_trade_service,3,ready,
highway-maintenance-workers,en,Highway Maintenance Workers,physical_trade_service,3,ready,
histology-technicians,zh-CN,Histology Technicians,medical_clinical,5,ready,
histology-technicians,en,Histology Technicians,medical_clinical,5,ready,
historians,zh-CN,Historians,education_counseling,5,ready,
historians,en,Historians,education_counseling,5,ready,
history-teachers-postsecondary,zh-CN,"History Teachers, Postsecondary",education_counseling,5,ready,
history-teachers-postsecondary,en,"History Teachers, Postsecondary",education_counseling,5,ready,
histotechnologists,zh-CN,Histotechnologists,engineering_architecture_validation,5,ready,
histotechnologists,en,Histotechnologists,engineering_architecture_validation,5,ready,
hoist-and-winch-operators,zh-CN,Hoist And Winch Operators,physical_trade_service,3,ready,
hoist-and-winch-operators,en,Hoist And Winch Operators,physical_trade_service,3,ready,
home-appliance-repairers,zh-CN,Home Appliance Repairers,physical_trade_service,4,ready,
home-appliance-repairers,en,Home Appliance Repairers,physical_trade_service,4,ready,
home-health-aides,zh-CN,Home Health Aides,medical_clinical,3,ready,
home-health-aides,en,Home Health Aides,medical_clinical,3,ready,
home-health-aides-and-personal-care-aides,zh-CN,Home Health Aides,medical_clinical,3,ready,
home-health-aides-and-personal-care-aides,en,Home Health Aides,medical_clinical,3,ready,
human-factors-engineers-and-ergonomists,zh-CN,Human Factors Engineers And Ergonomists,creative_performance,3,ready,
human-factors-engineers-and-ergonomists,en,Human Factors Engineers And Ergonomists,creative_performance,3,ready,
hydroelectric-plant-technicians,zh-CN,Hydroelectric Plant Technicians,engineering_architecture_validation,5,ready,
hydroelectric-plant-technicians,en,Hydroelectric Plant Technicians,engineering_architecture_validation,5,ready,
hydrologic-technicians,zh-CN,Hydrologic Technicians,engineering_architecture_validation,6,ready,
hydrologic-technicians,en,Hydrologic Technicians,engineering_architecture_validation,6,ready,
hydrologists,zh-CN,Hydrologists,engineering_architecture_validation,6,ready,
hydrologists,en,Hydrologists,engineering_architecture_validation,6,ready,
industrial-designers,zh-CN,Industrial Designers,creative_performance,6,ready,
industrial-designers,en,Industrial Designers,creative_performance,6,ready,
industrial-ecologists,zh-CN,Industrial Ecologists,engineering_architecture_validation,6,ready,
industrial-ecologists,en,Industrial Ecologists,engineering_architecture_validation,6,ready,
industrial-engineering-technicians,zh-CN,Industrial Engineering Technologists And Technicians,engineering_architecture_validation,7,ready,
industrial-engineering-technicians,en,Industrial Engineering Technologists And Technicians,engineering_architecture_validation,7,ready,
industrial-engineers,zh-CN,Industrial engineers,engineering_architecture_validation,7,ready,
industrial-engineers,en,Industrial engineers,engineering_architecture_validation,7,ready,
industrial-machinery-mechanics,zh-CN,Industrial Machinery Mechanics,physical_trade_service,4,ready,
industrial-machinery-mechanics,en,Industrial Machinery Mechanics,physical_trade_service,4,ready,
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,zh-CN,Industrial Machinery Mechanics,physical_trade_service,4,ready,
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,en,Industrial Machinery Mechanics,physical_trade_service,4,ready,
industrial-organizational-psychologists,zh-CN,Industrial Organizational Psychologists,creative_performance,7,ready,
industrial-organizational-psychologists,en,Industrial Organizational Psychologists,creative_performance,7,ready,
industrial-production-managers,zh-CN,Industrial Production Managers,engineering_architecture_validation,7,ready,
industrial-production-managers,en,Industrial Production Managers,engineering_architecture_validation,7,ready,
industrial-truck-and-tractor-operators,zh-CN,Industrial Truck And Tractor Operators,creative_performance,3,ready,
industrial-truck-and-tractor-operators,en,Industrial Truck And Tractor Operators,creative_performance,3,ready,
infantry,zh-CN,Infantry,military_command,3,ready,
infantry,en,Infantry,military_command,3,ready,
infantry-officers,zh-CN,Infantry Officers,military_command,3,ready,
infantry-officers,en,Infantry Officers,military_command,3,ready,
information-security-engineers,zh-CN,Information Security Engineers,engineering_architecture_validation,8,ready,
information-security-engineers,en,Information Security Engineers,engineering_architecture_validation,8,ready,
inspectors-testers-sorters-samplers-and-weighers,zh-CN,"Inspectors, Testers, Sorters, Samplers, And Weighers",engineering_architecture_validation,5,ready,
inspectors-testers-sorters-samplers-and-weighers,en,"Inspectors, Testers, Sorters, Samplers, And Weighers",engineering_architecture_validation,5,ready,
instructional-coordinators,zh-CN,Instructional Coordinators,education_counseling,6,ready,
instructional-coordinators,en,Instructional Coordinators,education_counseling,6,ready,
insulation-workers,zh-CN,"Insulation Workers, Mechanical",physical_trade_service,4,ready,
insulation-workers,en,"Insulation Workers, Mechanical",physical_trade_service,4,ready,
insulation-workers-floor-ceiling-and-wall,zh-CN,"Insulation Workers, Floor, Ceiling, And Wall",physical_trade_service,4,ready,
insulation-workers-floor-ceiling-and-wall,en,"Insulation Workers, Floor, Ceiling, And Wall",physical_trade_service,4,ready,
insulation-workers-mechanical,zh-CN,"Insulation Workers, Mechanical",physical_trade_service,4,ready,
insulation-workers-mechanical,en,"Insulation Workers, Mechanical",physical_trade_service,4,ready,
insurance-appraisers-auto-damage,zh-CN,"Insurance Appraisers, Auto Damage",education_counseling,7,ready,
insurance-appraisers-auto-damage,en,"Insurance Appraisers, Auto Damage",education_counseling,7,ready,
insurance-claims-and-policy-processing-clerks,zh-CN,Insurance Claims And Policy Processing Clerks,education_counseling,7,ready,
insurance-claims-and-policy-processing-clerks,en,Insurance Claims And Policy Processing Clerks,education_counseling,7,ready,
insurance-sales-agents,zh-CN,Insurance Sales Agents,education_counseling,7,ready,
insurance-sales-agents,en,Insurance Sales Agents,education_counseling,7,ready,
insurance-underwriters,zh-CN,Insurance Underwriters,education_counseling,7,ready,
insurance-underwriters,en,Insurance Underwriters,education_counseling,7,ready,
interior-designers,zh-CN,Interior Designers,creative_performance,6,ready,
interior-designers,en,Interior Designers,creative_performance,6,ready,
janitors-and-building-cleaners,zh-CN,"Janitors And Cleaners, Except Maids And Housekeeping Cleaners",physical_trade_service,3,ready,
janitors-and-building-cleaners,en,"Janitors And Cleaners, Except Maids And Housekeeping Cleaners",physical_trade_service,3,ready,
janitors-and-cleaners-except-maids-and-housekeeping-cleaners,zh-CN,"Janitors And Cleaners, Except Maids And Housekeeping Cleaners",physical_trade_service,3,ready,
janitors-and-cleaners-except-maids-and-housekeeping-cleaners,en,"Janitors And Cleaners, Except Maids And Housekeeping Cleaners",physical_trade_service,3,ready,
jewelers-and-precious-stone-and-metal-workers,zh-CN,Jewelers And Precious Stone And Metal Workers,engineering_architecture_validation,6,ready,
jewelers-and-precious-stone-and-metal-workers,en,Jewelers And Precious Stone And Metal Workers,engineering_architecture_validation,6,ready,
judges-and-hearing-officers,zh-CN,"Judges, Magistrate Judges, And Magistrates",legal_regulatory,7,ready,
judges-and-hearing-officers,en,"Judges, Magistrate Judges, And Magistrates",legal_regulatory,7,ready,
judges-magistrate-judges-and-magistrates,zh-CN,"Judges, Magistrate Judges, And Magistrates",legal_regulatory,7,ready,
judges-magistrate-judges-and-magistrates,en,"Judges, Magistrate Judges, And Magistrates",legal_regulatory,7,ready,
judicial-law-clerks,zh-CN,Judicial Law Clerks,legal_regulatory,7,ready,
judicial-law-clerks,en,Judicial Law Clerks,legal_regulatory,7,ready,
kindergarten-and-elementary-school-teachers,zh-CN,"Elementary School Teachers, Except Special Education",education_counseling,6,ready,
kindergarten-and-elementary-school-teachers,en,"Elementary School Teachers, Except Special Education",education_counseling,6,ready,
kindergarten-teachers-except-special-education,zh-CN,"Kindergarten Teachers, Except Special Education",education_counseling,6,ready,
kindergarten-teachers-except-special-education,en,"Kindergarten Teachers, Except Special Education",education_counseling,6,ready,
landscape-architects,zh-CN,Landscape Architects,physical_trade_service,5,ready,
landscape-architects,en,Landscape Architects,physical_trade_service,5,ready,
landscaping-and-groundskeeping-workers,zh-CN,Landscaping And Groundskeeping Workers,physical_trade_service,5,ready,
landscaping-and-groundskeeping-workers,en,Landscaping And Groundskeeping Workers,physical_trade_service,5,ready,
lathe-and-turning-machine-tool-setters-operators-and-tenders-metal-and-plastic,zh-CN,"Lathe And Turning Machine Tool Setters, Operators, And Tenders, Metal And Plastic",physical_trade_service,5,ready,
lathe-and-turning-machine-tool-setters-operators-and-tenders-metal-and-plastic,en,"Lathe And Turning Machine Tool Setters, Operators, And Tenders, Metal And Plastic",physical_trade_service,5,ready,
laundry-and-dry-cleaning-workers,zh-CN,Laundry And Dry Cleaning Workers,physical_trade_service,3,ready,
laundry-and-dry-cleaning-workers,en,Laundry And Dry Cleaning Workers,physical_trade_service,3,ready,
law-teachers-postsecondary,zh-CN,"Law Teachers, Postsecondary",legal_regulatory,7,ready,
law-teachers-postsecondary,en,"Law Teachers, Postsecondary",legal_regulatory,7,ready,
lawyers,zh-CN,Lawyers,legal_regulatory,7,ready,
lawyers,en,Lawyers,legal_regulatory,7,ready,
legislators,zh-CN,Legislators,legal_regulatory,7,ready,
legislators,en,Legislators,legal_regulatory,7,ready,
librarians,zh-CN,Librarians And Media Collections Specialists,education_counseling,6,ready,
librarians,en,Librarians And Media Collections Specialists,education_counseling,6,ready,
librarians-and-media-collections-specialists,zh-CN,Librarians And Media Collections Specialists,education_counseling,6,ready,
librarians-and-media-collections-specialists,en,Librarians And Media Collections Specialists,education_counseling,6,ready,
library-assistants-clerical,zh-CN,"Library Assistants, Clerical",education_counseling,6,ready,
library-assistants-clerical,en,"Library Assistants, Clerical",education_counseling,6,ready,
library-science-teachers-postsecondary,zh-CN,"Library Science Teachers, Postsecondary",education_counseling,6,ready,
library-science-teachers-postsecondary,en,"Library Science Teachers, Postsecondary",education_counseling,6,ready,
library-technicians,zh-CN,Library Technicians,education_counseling,6,ready,
library-technicians,en,Library Technicians,education_counseling,6,ready,
library-technicians-and-assistants,zh-CN,Library Technicians,education_counseling,6,ready,
library-technicians-and-assistants,en,Library Technicians,education_counseling,6,ready,
licensed-practical-and-licensed-vocational-nurses,zh-CN,Licensed Practical And Licensed Vocational Nurses,medical_clinical,5,ready,
licensed-practical-and-licensed-vocational-nurses,en,Licensed Practical And Licensed Vocational Nurses,medical_clinical,5,ready,
light-truck-drivers,zh-CN,Light Truck Drivers,physical_trade_service,4,ready,
light-truck-drivers,en,Light Truck Drivers,physical_trade_service,4,ready,
lighting-technicians,zh-CN,Lighting Technicians,engineering_architecture_validation,5,ready,
lighting-technicians,en,Lighting Technicians,engineering_architecture_validation,5,ready,
loading-and-moving-machine-operators-underground-mining,zh-CN,"Loading And Moving Machine Operators, Underground Mining",physical_trade_service,4,ready,
loading-and-moving-machine-operators-underground-mining,en,"Loading And Moving Machine Operators, Underground Mining",physical_trade_service,4,ready,
locksmiths-and-safe-repairers,zh-CN,Locksmiths And Safe Repairers,physical_trade_service,5,ready,
