slug,locale,title_en,title_zh,score,confidence
hoist-and-winch-operators,en,Hoist And Winch Operators,卷扬机和绞车操作员,3,medium
home-appliance-repairers,zh-CN,Home Appliance Repairers,家电维修工,4,medium
home-appliance-repairers,en,Home Appliance Repairers,家电维修工,4,medium
home-health-aides,zh-CN,Home Health Aides,家庭健康助理,3,high
home-health-aides,en,Home Health Aides,家庭健康助理,3,high
home-health-aides-and-personal-care-aides,zh-CN,Home Health Aides,居家健康与个人护理助理,3,medium
home-health-aides-and-personal-care-aides,en,Home Health Aides,居家健康与个人护理助理,3,medium
hospitalists,zh-CN,Hospitalists,住院医师,6,high
hospitalists,en,Hospitalists,住院医师,6,high
hosts-and-hostesses-restaurant-lounge-and-coffee-shop,zh-CN,"Hosts And Hostesses, Restaurant, Lounge, And Coffee Shop",餐厅、酒廊和咖啡店迎宾员,5,medium
hosts-and-hostesses-restaurant-lounge-and-coffee-shop,en,"Hosts And Hostesses, Restaurant, Lounge, And Coffee Shop",餐厅、酒廊和咖啡店迎宾员,5,medium
hotel-motel-and-resort-desk-clerks,zh-CN,"Hotel, Motel, And Resort Desk Clerks",酒店、汽车旅馆和度假村前台文员,5,medium
hotel-motel-and-resort-desk-clerks,en,"Hotel, Motel, And Resort Desk Clerks",酒店、汽车旅馆和度假村前台文员,5,medium
human-factors-engineers-and-ergonomists,zh-CN,Human Factors Engineers And Ergonomists,人因工程师和工效学专家,3,high
human-factors-engineers-and-ergonomists,en,Human Factors Engineers And Ergonomists,人因工程师和工效学专家,3,high
human-resources-assistants-except-payroll-and-timekeeping,zh-CN,"Human Resources Assistants, Except Payroll And Timekeeping",人力资源助理（不含薪资与考勤）,6,medium
human-resources-assistants-except-payroll-and-timekeeping,en,"Human Resources Assistants, Except Payroll And Timekeeping",人力资源助理（不含薪资与考勤）,6,medium
human-resources-managers,zh-CN,Human resources managers,人力资源经理,6,medium
human-resources-managers,en,Human resources managers,人力资源经理,6,medium
human-resources-specialists,zh-CN,Human resources specialists,人力资源专员,6,medium
human-resources-specialists,en,Human resources specialists,人力资源专员,6,medium
hydroelectric-plant-technicians,zh-CN,Hydroelectric Plant Technicians,水电站技术员,5,medium
hydroelectric-plant-technicians,en,Hydroelectric Plant Technicians,水电站技术员,5,medium
hydroelectric-production-managers,zh-CN,Hydroelectric Production Managers,水电生产经理,5,medium
hydroelectric-production-managers,en,Hydroelectric Production Managers,水电生产经理,5,medium
hydrologic-technicians,zh-CN,Hydrologic Technicians,水文技术员,6,medium
hydrologic-technicians,en,Hydrologic Technicians,水文技术员,6,medium
hydrologists,zh-CN,Hydrologists,水文学家,6,high
hydrologists,en,Hydrologists,水文学家,6,high
industrial-designers,zh-CN,Industrial Designers,工业设计师,6,medium
industrial-designers,en,Industrial Designers,工业设计师,6,medium
industrial-ecologists,zh-CN,Industrial Ecologists,产业生态学家,6,medium
industrial-ecologists,en,Industrial Ecologists,产业生态学家,6,medium
industrial-engineering-technicians,zh-CN,Industrial Engineering Technologists And Technicians,工业工程技师与技术员,7,medium
industrial-engineering-technicians,en,Industrial Engineering Technologists And Technicians,工业工程技师与技术员,7,medium
industrial-engineers,zh-CN,Industrial engineers,工业工程师,7,medium
industrial-engineers,en,Industrial engineers,工业工程师,7,medium
industrial-machinery-mechanics,zh-CN,Industrial Machinery Mechanics,工业机械维修工,4,medium
industrial-machinery-mechanics,en,Industrial Machinery Mechanics,工业机械维修工,4,medium
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,zh-CN,Industrial Machinery Mechanics,工业机械机械师,4,medium
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,en,Industrial Machinery Mechanics,工业机械机械师,4,medium
industrial-organizational-psychologists,zh-CN,Industrial Organizational Psychologists,工业与组织心理学家,7,medium
industrial-organizational-psychologists,en,Industrial Organizational Psychologists,工业与组织心理学家,7,medium
industrial-production-managers,zh-CN,Industrial Production Managers,工业生产经理,7,medium
industrial-production-managers,en,Industrial Production Managers,工业生产经理,7,medium
industrial-truck-and-tractor-operators,zh-CN,Industrial Truck And Tractor Operators,工业卡车和牵引车操作员,3,medium
industrial-truck-and-tractor-operators,en,Industrial Truck And Tractor Operators,工业卡车和牵引车操作员,3,medium
infantry,zh-CN,Infantry,步兵,3,medium
infantry,en,Infantry,步兵,3,medium
infantry-officers,zh-CN,Infantry Officers,步兵军官,3,medium
infantry-officers,en,Infantry Officers,步兵军官,3,medium
information-clerks,zh-CN,"Information And Record Clerks, All Other",信息与记录文员,7,medium
information-clerks,en,"Information And Record Clerks, All Other",信息与记录文员,7,medium
information-security-analysts,zh-CN,Information Security Analysts,信息安全分析师,8,high
information-security-analysts,en,Information Security Analysts,信息安全分析师,8,high
information-security-engineers,zh-CN,Information Security Engineers,信息安全工程师,8,medium
information-security-engineers,en,Information Security Engineers,信息安全工程师,8,medium
information-technology-project-managers,zh-CN,Information Technology Project Managers,信息技术项目经理,7,medium
information-technology-project-managers,en,Information Technology Project Managers,信息技术项目经理,7,medium
inspectors-testers-sorters-samplers-and-weighers,zh-CN,"Inspectors, Testers, Sorters, Samplers, And Weighers",检验员、测试员、分拣员、抽样员和称重员,5,medium
inspectors-testers-sorters-samplers-and-weighers,en,"Inspectors, Testers, Sorters, Samplers, And Weighers",检验员、测试员、分拣员、抽样员和称重员,5,medium
instructional-coordinators,zh-CN,Instructional Coordinators,教学协调员,6,medium
instructional-coordinators,en,Instructional Coordinators,教学协调员,6,medium
insulation-workers,zh-CN,"Insulation Workers, Mechanical",绝缘保温工,4,medium
insulation-workers,en,"Insulation Workers, Mechanical",绝缘保温工,4,medium
insulation-workers-floor-ceiling-and-wall,zh-CN,"Insulation Workers, Floor, Ceiling, And Wall",工人、地板,4,medium
insulation-workers-floor-ceiling-and-wall,en,"Insulation Workers, Floor, Ceiling, And Wall",工人、地板,4,medium
insulation-workers-mechanical,zh-CN,"Insulation Workers, Mechanical",机械绝缘工,4,medium
insulation-workers-mechanical,en,"Insulation Workers, Mechanical",机械绝缘工,4,medium
insurance-appraisers-auto-damage,zh-CN,"Insurance Appraisers, Auto Damage",汽车损失保险评估员,7,medium
insurance-appraisers-auto-damage,en,"Insurance Appraisers, Auto Damage",汽车损失保险评估员,7,medium
insurance-claims-and-policy-processing-clerks,zh-CN,Insurance Claims And Policy Processing Clerks,保险理赔和保单处理文员,7,medium
insurance-claims-and-policy-processing-clerks,en,Insurance Claims And Policy Processing Clerks,保险理赔和保单处理文员,7,medium
insurance-sales-agents,zh-CN,Insurance Sales Agents,保险销售代理人,7,medium
insurance-sales-agents,en,Insurance Sales Agents,保险销售代理人,7,medium
insurance-underwriters,zh-CN,Insurance Underwriters,保险核保员,7,high
insurance-underwriters,en,Insurance Underwriters,保险核保员,7,high
intelligence-analysts,zh-CN,Intelligence Analysts,情报分析师,8,high
intelligence-analysts,en,Intelligence Analysts,情报分析师,8,high
interior-designers,zh-CN,Interior Designers,室内设计师,6,medium
interior-designers,en,Interior Designers,室内设计师,6,medium
interpreters-and-translators,zh-CN,Interpreters And Translators,口译员和笔译员,8,medium
interpreters-and-translators,en,Interpreters And Translators,口译员和笔译员,8,medium
interviewers-except-eligibility-and-loan,zh-CN,"Interviewers, Except Eligibility And Loan",访谈员（不含资格和贷款）,6,medium
interviewers-except-eligibility-and-loan,en,"Interviewers, Except Eligibility And Loan",访谈员（不含资格和贷款）,6,medium
investment-fund-managers,zh-CN,Investment Fund Managers,投资基金经理,8,high
investment-fund-managers,en,Investment Fund Managers,投资基金经理,8,high
structural-iron-and-steel-workers,zh-CN,Structural Iron And Steel Workers,结构钢铁工,3,medium
structural-iron-and-steel-workers,en,Structural Iron And Steel Workers,结构钢铁工,3,medium
janitors-and-building-cleaners,zh-CN,"Janitors And Cleaners, Except Maids And Housekeeping Cleaners",保洁员和楼宇清洁工,3,medium
janitors-and-building-cleaners,en,"Janitors And Cleaners, Except Maids And Housekeeping Cleaners",保洁员和楼宇清洁工,3,medium
janitors-and-cleaners-except-maids-and-housekeeping-cleaners,zh-CN,"Janitors And Cleaners, Except Maids And Housekeeping Cleaners",清洁员（不含客房清洁）,3,medium
janitors-and-cleaners-except-maids-and-housekeeping-cleaners,en,"Janitors And Cleaners, Except Maids And Housekeeping Cleaners",清洁员（不含客房清洁）,3,medium
jewelers-and-precious-stone-and-metal-workers,zh-CN,Jewelers And Precious Stone And Metal Workers,珠宝和贵金属加工人员,6,medium
jewelers-and-precious-stone-and-metal-workers,en,Jewelers And Precious Stone And Metal Workers,珠宝和贵金属加工人员,6,medium
judges-and-hearing-officers,zh-CN,"Judges, Magistrate Judges, And Magistrates",法官和听证官,7,high
judges-and-hearing-officers,en,"Judges, Magistrate Judges, And Magistrates",法官和听证官,7,high
judges-magistrate-judges-and-magistrates,zh-CN,"Judges, Magistrate Judges, And Magistrates",法官、地方法官和治安法官,7,high
judges-magistrate-judges-and-magistrates,en,"Judges, Magistrate Judges, And Magistrates",法官、地方法官和治安法官,7,high
judicial-law-clerks,zh-CN,Judicial Law Clerks,司法法律文员,7,medium
judicial-law-clerks,en,Judicial Law Clerks,司法法律文员,7,medium
kindergarten-and-elementary-school-teachers,zh-CN,"Elementary School Teachers, Except Special Education",小学教师（不含特殊教育）,6,high
kindergarten-and-elementary-school-teachers,en,"Elementary School Teachers, Except Special Education",小学教师（不含特殊教育）,6,high
kindergarten-teachers-except-special-education,zh-CN,"Kindergarten Teachers, Except Special Education",幼儿园教师（不含特殊教育）,6,medium
kindergarten-teachers-except-special-education,en,"Kindergarten Teachers, Except Special Education",幼儿园教师（不含特殊教育）,6,medium
labor-relations-specialists,zh-CN,Labor Relations Specialists,劳动关系专员,6,medium
labor-relations-specialists,en,Labor Relations Specialists,劳动关系专员,6,medium
laborers-and-freight-stock-and-material-movers-hand,zh-CN,"Laborers And Freight, Stock, And Material Movers, Hand",人工搬运、货运和物料搬运工,4,medium
laborers-and-freight-stock-and-material-movers-hand,en,"Laborers And Freight, Stock, And Material Movers, Hand",人工搬运、货运和物料搬运工,4,medium
landscape-architects,zh-CN,Landscape Architects,景观建筑师,5,medium
landscape-architects,en,Landscape Architects,景观建筑师,5,medium
landscaping-and-groundskeeping-workers,zh-CN,Landscaping And Groundskeeping Workers,园林绿化和场地养护工,5,medium
landscaping-and-groundskeeping-workers,en,Landscaping And Groundskeeping Workers,园林绿化和场地养护工,5,medium
lathe-and-turning-machine-tool-setters-operators-and-tenders-metal-and-plastic,zh-CN,"Lathe And Turning Machine Tool Setters, Operators, And Tenders, Metal And Plastic",金属和塑料车床调机员、操作员和看管员,5,medium
lathe-and-turning-machine-tool-setters-operators-and-tenders-metal-and-plastic,en,"Lathe And Turning Machine Tool Setters, Operators, And Tenders, Metal And Plastic",金属和塑料车床调机员、操作员和看管员,5,medium
laundry-and-dry-cleaning-workers,zh-CN,Laundry And Dry Cleaning Workers,洗衣和干洗工,3,medium
laundry-and-dry-cleaning-workers,en,Laundry And Dry Cleaning Workers,洗衣和干洗工,3,medium
law-teachers-postsecondary,zh-CN,"Law Teachers, Postsecondary",高校法学教师,7,medium
law-teachers-postsecondary,en,"Law Teachers, Postsecondary",高校法学教师,7,medium
lawyers,zh-CN,Lawyers,律师,7,high
lawyers,en,Lawyers,律师,7,high
layout-workers-metal-and-plastic,zh-CN,"Layout Workers, Metal And Plastic",金属和塑料放样工,5,medium
layout-workers-metal-and-plastic,en,"Layout Workers, Metal And Plastic",金属和塑料放样工,5,medium
legislators,zh-CN,Legislators,立法者,7,medium
legislators,en,Legislators,立法者,7,medium
librarians,zh-CN,Librarians And Media Collections Specialists,图书馆员与媒体馆藏专员,6,medium
librarians,en,Librarians And Media Collections Specialists,图书馆员与媒体馆藏专员,6,medium
librarians-and-media-collections-specialists,zh-CN,Librarians And Media Collections Specialists,图书馆员与媒体馆藏专员,6,medium
librarians-and-media-collections-specialists,en,Librarians And Media Collections Specialists,图书馆员与媒体馆藏专员,6,medium
library-assistants-clerical,zh-CN,"Library Assistants, Clerical",图书馆文书助理,6,medium
library-assistants-clerical,en,"Library Assistants, Clerical",图书馆文书助理,6,medium
library-science-teachers-postsecondary,zh-CN,"Library Science Teachers, Postsecondary",高校图书馆学教师,6,medium
library-science-teachers-postsecondary,en,"Library Science Teachers, Postsecondary",高校图书馆学教师,6,medium
library-technicians,zh-CN,Library Technicians,图书馆技术员,6,medium
library-technicians,en,Library Technicians,图书馆技术员,6,medium
library-technicians-and-assistants,zh-CN,Library Technicians,图书馆技术员和助理,6,medium
library-technicians-and-assistants,en,Library Technicians,图书馆技术员和助理,6,medium
licensed-practical-and-licensed-vocational-nurses,zh-CN,Licensed Practical And Licensed Vocational Nurses,执业护士与职业护士,5,high
licensed-practical-and-licensed-vocational-nurses,en,Licensed Practical And Licensed Vocational Nurses,执业护士与职业护士,5,high
lifeguards-ski-patrol-and-other-recreational-protective-service-workers,zh-CN,"Lifeguards, Ski Patrol, And Other Recreational Protective Service Workers",救生员、滑雪巡逻员和休闲防护服务人员,4,high
lifeguards-ski-patrol-and-other-recreational-protective-service-workers,en,"Lifeguards, Ski Patrol, And Other Recreational Protective Service Workers",救生员、滑雪巡逻员和休闲防护服务人员,4,high
light-truck-drivers,zh-CN,Light Truck Drivers,轻型卡车司机,4,medium
light-truck-drivers,en,Light Truck Drivers,轻型卡车司机,4,medium
lighting-technicians,zh-CN,Lighting Technicians,灯光技术员,5,medium
lighting-technicians,en,Lighting Technicians,灯光技术员,5,medium
loading-and-moving-machine-operators-underground-mining,zh-CN,"Loading And Moving Machine Operators, Underground Mining",地下采矿装载和搬运机器操作员,4,medium
loading-and-moving-machine-operators-underground-mining,en,"Loading And Moving Machine Operators, Underground Mining",地下采矿装载和搬运机器操作员,4,medium
loan-interviewers-and-clerks,zh-CN,Loan Interviewers And Clerks,贷款面谈员和文员,7,medium
loan-interviewers-and-clerks,en,Loan Interviewers And Clerks,贷款面谈员和文员,7,medium
loan-officers,zh-CN,Loan Officers,信贷专员,7,medium
loan-officers,en,Loan Officers,信贷专员,7,medium
locker-room-coatroom-and-dressing-room-attendants,zh-CN,"Locker Room, Coatroom, And Dressing Room Attendants",更衣室、衣帽间和化妆间服务员,3,medium
locker-room-coatroom-and-dressing-room-attendants,en,"Locker Room, Coatroom, And Dressing Room Attendants",更衣室、衣帽间和化妆间服务员,3,medium
locksmiths-and-safe-repairers,zh-CN,Locksmiths And Safe Repairers,锁匠和保险柜维修工,5,medium
locksmiths-and-safe-repairers,en,Locksmiths And Safe Repairers,锁匠和保险柜维修工,5,medium
locomotive-engineers,zh-CN,Locomotive Engineers,机车工程师,4,high
locomotive-engineers,en,Locomotive Engineers,机车工程师,4,high
lodging-managers,zh-CN,Lodging Managers,住宿经理,6,medium
lodging-managers,en,Lodging Managers,住宿经理,6,medium
log-graders-and-scalers,zh-CN,Log Graders And Scalers,原木分级员和检尺员,3,medium
log-graders-and-scalers,en,Log Graders And Scalers,原木分级员和检尺员,3,medium
logging-equipment-operators,zh-CN,Logging Equipment Operators,伐木设备操作员,3,medium
logging-equipment-operators,en,Logging Equipment Operators,伐木设备操作员,3,medium
logging-workers,zh-CN,Logging Equipment Operators,伐木工,3,medium
logging-workers,en,Logging Equipment Operators,伐木工,3,medium
logisticians,zh-CN,Logisticians,物流师,8,high
logisticians,en,Logisticians,物流师,8,high
logistics-analysts,zh-CN,Logistics Analysts,物流分析师,8,medium
logistics-analysts,en,Logistics Analysts,物流分析师,8,medium
logistics-engineers,zh-CN,Logistics Engineers,物流工程师,8,medium
logistics-engineers,en,Logistics Engineers,物流工程师,8,medium
loss-prevention-managers,zh-CN,Loss Prevention Managers,损失预防经理,5,medium
loss-prevention-managers,en,Loss Prevention Managers,损失预防经理,5,medium
low-vision-therapists-orientation-and-mobility-specialists-and-vision-rehabilitation-therapists,zh-CN,"Low Vision Therapists, Orientation And Mobility Specialists, And Vision Rehabilitation Therapists",低视力治疗师、定向行走专家和视力康复治疗师,5,high
low-vision-therapists-orientation-and-mobility-specialists-and-vision-rehabilitation-therapists,en,"Low Vision Therapists, Orientation And Mobility Specialists, And Vision Rehabilitation Therapists",低视力治疗师、定向行走专家和视力康复治疗师,5,high
machine-feeders-and-offbearers,zh-CN,Machine Feeders And Offbearers,机器送料和下料工,4,medium
machine-feeders-and-offbearers,en,Machine Feeders And Offbearers,机器送料和下料工,4,medium
machinists,zh-CN,Machinists,机械加工工,5,medium
machinists,en,Machinists,机械加工工,5,medium
machinists-and-tool-and-die-makers,zh-CN,Machinists,机械加工工和工模具制造工,5,medium
machinists-and-tool-and-die-makers,en,Machinists,机械加工工和工模具制造工,5,medium
magnetic-resonance-imaging-technologists,zh-CN,Magnetic Resonance Imaging Technologists,磁共振成像技术员,6,high
magnetic-resonance-imaging-technologists,en,Magnetic Resonance Imaging Technologists,磁共振成像技术员,6,high
maids-and-housekeeping-cleaners,zh-CN,Maids And Housekeeping Cleaners,客房服务员和家政清洁工,3,medium
maids-and-housekeeping-cleaners,en,Maids And Housekeeping Cleaners,客房服务员和家政清洁工,3,medium
mail-clerks-and-mail-machine-operators-except-postal-service,zh-CN,"Mail Clerks And Mail Machine Operators, Except Postal Service",邮件文员和邮件机器操作员（不含邮政服务）,4,medium
mail-clerks-and-mail-machine-operators-except-postal-service,en,"Mail Clerks And Mail Machine Operators, Except Postal Service",邮件文员和邮件机器操作员（不含邮政服务）,4,medium
maintenance-and-repair-workers-general,zh-CN,"Maintenance And Repair Workers, General",维护和修理工（通用）,4,medium
maintenance-and-repair-workers-general,en,"Maintenance And Repair Workers, General",维护和修理工（通用）,4,medium
maintenance-workers-machinery,zh-CN,"Maintenance Workers, Machinery",机械维护工,4,medium
maintenance-workers-machinery,en,"Maintenance Workers, Machinery",机械维护工,4,medium
makeup-artists-theatrical-and-performance,zh-CN,"Makeup Artists, Theatrical And Performance",舞台和表演化妆师,5,medium
makeup-artists-theatrical-and-performance,en,"Makeup Artists, Theatrical And Performance",舞台和表演化妆师,5,medium
management-analysts,zh-CN,Management analysts,管理分析师,8,high
management-analysts,en,Management analysts,管理分析师,8,high
manicurists-and-pedicurists,zh-CN,Manicurists And Pedicurists,美甲和修脚师,3,medium
manicurists-and-pedicurists,en,Manicurists And Pedicurists,美甲和修脚师,3,medium
manufactured-building-and-mobile-home-installers,zh-CN,Manufactured Building And Mobile Home Installers,预制建筑和移动房屋安装工,4,high
manufactured-building-and-mobile-home-installers,en,Manufactured Building And Mobile Home Installers,预制建筑和移动房屋安装工,4,high
manufacturing-engineers,zh-CN,Manufacturing Engineers,制造工程师,7,medium
manufacturing-engineers,en,Manufacturing Engineers,制造工程师,7,medium
marine-engineers-and-naval-architects,zh-CN,Marine Engineers And Naval Architects,船舶工程师与船舶设计师,7,high
marine-engineers-and-naval-architects,en,Marine Engineers And Naval Architects,船舶工程师与船舶设计师,7,high
market-research-analysts,zh-CN,Market Research Analysts and Marketing Specialists,市场研究分析师与营销专员,8,high
market-research-analysts,en,Market Research Analysts and Marketing Specialists,市场研究分析师与营销专员,8,high
market-research-analysts-and-marketing-specialists,zh-CN,Market Research Analysts And Marketing Specialists,市场研究分析师与营销专员,8,medium
market-research-analysts-and-marketing-specialists,en,Market Research Analysts And Marketing Specialists,市场研究分析师与营销专员,8,medium
marketing-managers,zh-CN,Marketing Managers,营销经理,8,medium
marketing-managers,en,Marketing Managers,营销经理,8,medium
marriage-and-family-therapists,zh-CN,Marriage And Family Therapists,婚姻与家庭治疗师,5,high
marriage-and-family-therapists,en,Marriage And Family Therapists,婚姻与家庭治疗师,5,high
brickmasons-blockmasons-and-stonemasons,zh-CN,Brickmasons And Blockmasons,砖瓦工、砌块工和石匠,4,medium
brickmasons-blockmasons-and-stonemasons,en,Brickmasons And Blockmasons,砖瓦工、砌块工和石匠,4,medium
massage-therapists,zh-CN,Massage Therapists,按摩治疗师,3,medium
massage-therapists,en,Massage Therapists,按摩治疗师,3,medium
material-moving-machine-operators,zh-CN,Industrial Truck And Tractor Operators,物料搬运机器操作员,5,medium
material-moving-machine-operators,en,Industrial Truck And Tractor Operators,物料搬运机器操作员,5,medium
material-recording-clerks,zh-CN,Stock Clerks And Order Fillers,物料记录文员,5,medium
material-recording-clerks,en,Stock Clerks And Order Fillers,物料记录文员,5,medium
materials-engineers,zh-CN,Materials Engineers,材料工程师,7,medium
materials-engineers,en,Materials Engineers,材料工程师,7,medium
materials-scientists,zh-CN,Materials Scientists,材料科学家,7,high
materials-scientists,en,Materials Scientists,材料科学家,7,high
mathematical-science-teachers-postsecondary,zh-CN,"Mathematical Science Teachers, Postsecondary",高校数学科学教师,8,medium
mathematical-science-teachers-postsecondary,en,"Mathematical Science Teachers, Postsecondary",高校数学科学教师,8,medium
mathematicians,zh-CN,Mathematicians,数学家,8,medium
mathematicians,en,Mathematicians,数学家,8,medium
mathematicians-and-statisticians,zh-CN,Mathematicians and statisticians,数学家与统计学家,8,medium
mathematicians-and-statisticians,en,Mathematicians and statisticians,数学家与统计学家,8,medium
meat-poultry-and-fish-cutters-and-trimmers,zh-CN,"Meat, Poultry, And Fish Cutters And Trimmers",肉类、禽类和鱼类切割修整工,3,medium
meat-poultry-and-fish-cutters-and-trimmers,en,"Meat, Poultry, And Fish Cutters And Trimmers",肉类、禽类和鱼类切割修整工,3,medium
mechanical-door-repairers,zh-CN,Mechanical Door Repairers,机械门维修工,4,medium
mechanical-door-repairers,en,Mechanical Door Repairers,机械门维修工,4,medium
mechanical-drafters,zh-CN,Mechanical Drafters,机械制图员,7,medium
mechanical-drafters,en,Mechanical Drafters,机械制图员,7,medium
mechanical-engineering-technicians,zh-CN,Mechanical Engineering Technologists And Technicians,机械工程技师与技术员,7,medium
mechanical-engineering-technicians,en,Mechanical Engineering Technologists And Technicians,机械工程技师与技术员,7,medium
mechanical-engineers,zh-CN,Mechanical engineers,机械工程师,7,medium
mechanical-engineers,en,Mechanical engineers,机械工程师,7,medium
mechatronics-engineers,zh-CN,Mechatronics Engineers,机电一体化工程师,7,medium
mechatronics-engineers,en,Mechatronics Engineers,机电一体化工程师,7,medium
media-programming-directors,zh-CN,Media Programming Directors,媒体节目编排总监,7,medium
media-programming-directors,en,Media Programming Directors,媒体节目编排总监,7,medium
media-technical-directors-managers,zh-CN,Media Technical Directors/Managers,媒体技术总监和经理,7,medium
media-technical-directors-managers,en,Media Technical Directors/Managers,媒体技术总监和经理,7,medium
medical-and-clinical-laboratory-technicians,zh-CN,Medical And Clinical Laboratory Technicians,医学和临床实验室技术员,7,medium
medical-and-clinical-laboratory-technicians,en,Medical And Clinical Laboratory Technicians,医学和临床实验室技术员,7,medium
medical-and-clinical-laboratory-technologists,zh-CN,Medical And Clinical Laboratory Technologists,医学和临床实验室技师,7,high
medical-and-clinical-laboratory-technologists,en,Medical And Clinical Laboratory Technologists,医学和临床实验室技师,7,high
medical-and-health-services-managers,zh-CN,Medical And Health Services Managers,医疗与健康服务经理,6,medium
medical-and-health-services-managers,en,Medical And Health Services Managers,医疗与健康服务经理,6,medium
medical-appliance-technicians,zh-CN,Medical Appliance Technicians,医疗器具技术员,6,medium
medical-appliance-technicians,en,Medical Appliance Technicians,医疗器具技术员,6,medium
medical-assistants,zh-CN,Medical Assistants,医疗助理,6,medium
medical-assistants,en,Medical Assistants,医疗助理,6,medium
medical-dosimetrists,zh-CN,Medical Dosimetrists,医学剂量师,6,high
medical-dosimetrists,en,Medical Dosimetrists,医学剂量师,6,high
medical-equipment-repairers,zh-CN,Medical Equipment Repairers,医疗设备维修人员,6,medium
medical-equipment-repairers,en,Medical Equipment Repairers,医疗设备维修人员,6,medium
medical-records-and-health-information-technicians,zh-CN,Medical Records Specialists,病历与健康信息技术员,7,medium
medical-records-and-health-information-technicians,en,Medical Records Specialists,病历与健康信息技术员,7,medium
medical-scientists,zh-CN,Medical Scientists,医学科学家,8,medium
medical-scientists,en,Medical Scientists,医学科学家,8,medium
medical-scientists-except-epidemiologists,zh-CN,"Medical Scientists, Except Epidemiologists",医学科学家（不含流行病学家）,8,medium
medical-scientists-except-epidemiologists,en,"Medical Scientists, Except Epidemiologists",医学科学家（不含流行病学家）,8,medium
medical-transcriptionists,zh-CN,Medical Transcriptionists,医疗文书转录员,7,medium
medical-transcriptionists,en,Medical Transcriptionists,医疗文书转录员,7,medium
meeting-convention-and-event-planners,zh-CN,"Meeting, Convention, And Event Planners",会议、会展与活动策划师,8,medium
meeting-convention-and-event-planners,en,"Meeting, Convention, And Event Planners",会议、会展与活动策划师,8,medium
mental-health-and-substance-abuse-social-workers,zh-CN,Mental Health And Substance Abuse Social Workers,心理健康与物质滥用社工,5,medium
mental-health-and-substance-abuse-social-workers,en,Mental Health And Substance Abuse Social Workers,心理健康与物质滥用社工,5,medium
mental-health-counselors,zh-CN,Mental Health Counselors,心理健康咨询师,5,high
mental-health-counselors,en,Mental Health Counselors,心理健康咨询师,5,high
merchandise-displayers-and-window-trimmers,zh-CN,Merchandise Displayers And Window Trimmers,商品陈列员和橱窗布置员,5,medium
merchandise-displayers-and-window-trimmers,en,Merchandise Displayers And Window Trimmers,商品陈列员和橱窗布置员,5,medium
metal-and-plastic-machine-workers,zh-CN,Computer Numerically Controlled Tool Operators,金属和塑料机床工,4,medium
metal-and-plastic-machine-workers,en,Computer Numerically Controlled Tool Operators,金属和塑料机床工,4,medium
metal-refining-furnace-operators-and-tenders,zh-CN,Metal Refining Furnace Operators And Tenders,金属精炼炉操作员和看管员,4,medium
metal-refining-furnace-operators-and-tenders,en,Metal Refining Furnace Operators And Tenders,金属精炼炉操作员和看管员,4,medium
meter-readers-utilities,zh-CN,"Meter Readers, Utilities",公用事业抄表员,5,medium
meter-readers-utilities,en,"Meter Readers, Utilities",公用事业抄表员,5,medium
microbiologists,zh-CN,Microbiologists,微生物学家,7,medium
microbiologists,en,Microbiologists,微生物学家,7,medium
microsystems-engineers,zh-CN,Microsystems Engineers,微系统工程师,7,medium
microsystems-engineers,en,Microsystems Engineers,微系统工程师,7,medium
middle-school-teachers,zh-CN,"Middle School Teachers, Except Special And Career/Technical Education",初中教师（不含特殊与职业技术教育）,6,medium
middle-school-teachers,en,"Middle School Teachers, Except Special And Career/Technical Education",初中教师（不含特殊与职业技术教育）,6,medium
middle-school-teachers-except-special-and-career-technical-education,zh-CN,"Middle School Teachers, Except Special And Career/Technical Education",初中教师（不含特殊与职业技术教育）,6,medium
middle-school-teachers-except-special-and-career-technical-education,en,"Middle School Teachers, Except Special And Career/Technical Education",初中教师（不含特殊与职业技术教育）,6,medium
midwives,zh-CN,Midwives,助产士,5,medium
midwives,en,Midwives,助产士,5,medium
military-careers,zh-CN,"Military Enlisted Tactical Operations And Air/Weapons Specialists And Crew Members, All Other",军事战术与空中/武器专业人员,3,high
military-careers,en,"Military Enlisted Tactical Operations And Air/Weapons Specialists And Crew Members, All Other",军事战术与空中/武器专业人员,3,high
milling-and-planing-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,"Milling And Planing Machine Setters, Operators, And Tenders, Metal And Plastic",金属和塑料铣削刨削调机员、操作员和看管员,4,medium
milling-and-planing-machine-setters-operators-and-tenders-metal-and-plastic,en,"Milling And Planing Machine Setters, Operators, And Tenders, Metal And Plastic",金属和塑料铣削刨削调机员、操作员和看管员,4,medium
millwrights,zh-CN,Millwrights,机械安装工,4,high
millwrights,en,Millwrights,机械安装工,4,high
mining-and-geological-engineers,zh-CN,"Mining And Geological Engineers, Including Mining Safety Engineers",采矿与地质工程师（含矿山安全工程）,7,high
mining-and-geological-engineers,en,"Mining And Geological Engineers, Including Mining Safety Engineers",采矿与地质工程师（含矿山安全工程）,7,high
mining-and-geological-engineers-including-mining-safety-engineers,zh-CN,"Mining And Geological Engineers, Including Mining Safety Engineers",采矿与地质工程师（含矿山安全工程）,7,medium
