edge_status,source_url,target_url,locale,edge_type,anchor_text_suggestion,priority,reason,safe_public_route,publish_blocker_if_any
"blocked","https://fermatmind.com/en/personality/intp-a-vs-intp-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/intp-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/isfj-a","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/isfj-a-vs-isfj-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/isfj-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/isfp-a","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/isfp-a-vs-isfp-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/isfp-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/istj-a","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/istj-a-vs-istj-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/istj-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/istp-a","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/istp-a-vs-istp-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/istp-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/enfj-a","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/enfj-a-vs-enfj-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/enfj-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/enfp-a","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/enfp-a-vs-enfp-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/enfp-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/entj-a","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/entj-a-vs-entj-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/entj-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/entp-a","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/entp-a-vs-entp-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/entp-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/esfj-a","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/esfj-a-vs-esfj-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/esfj-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/esfp-a","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/esfp-a-vs-esfp-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/esfp-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/estj-a","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/estj-a-vs-estj-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/estj-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/estp-a","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/estp-a-vs-estp-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/estp-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/infj-a","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/infj-a-vs-infj-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/infj-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/infp-a","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/infp-a-vs-infp-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/infp-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/intj-a","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/intj-a-vs-intj-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/intj-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/intp-a","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/intp-a-vs-intp-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/intp-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/isfj-a","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/isfj-a-vs-isfj-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/isfj-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/isfp-a","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/isfp-a-vs-isfp-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/isfp-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/istj-a","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/istj-a-vs-istj-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/istj-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/istp-a","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/istp-a-vs-istp-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/zh/personality/istp-t","https://fermatmind.com/zh/results/lookup","zh-CN","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
