market,source_sheet,authority_source,authority_code,source_title_zh,suggested_title_en,translation_status,action,matched_current_slug,matched_current_title_zh,matched_current_title_en,match_score,major_code,major_name_zh,release_year,release_status,marker,marker_meaning,definition,source_url,review_notes,source_title_en,suggested_title_zh
CN,China_2026_Directory,china_occupation_directory_2026,6-04-01-04,并条工,并 条 工,machine_assisted_rule_review,create,,,,0.400,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,并条工
CN,China_2026_Directory,china_occupation_directory_2026,6-04-01-05,粗纱工,粗 纱 工,machine_assisted_rule_review,create,,,,0.400,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,粗纱工
CN,China_2026_Directory,china_occupation_directory_2026,6-04-02-01,纺纱工,纺 纱 工,machine_assisted_rule_review,create,,,,0.400,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,纺纱工
CN,China_2026_Directory,china_occupation_directory_2026,6-04-02-02,缫丝工,缫 丝 工,machine_assisted_rule_review,create,,,,0.400,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,缫丝工
CN,China_2026_Directory,china_occupation_directory_2026,6-04-03-01,整经工,整 经 工,machine_assisted_rule_review,create,,,,0.400,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,整经工
CN,China_2026_Directory,china_occupation_directory_2026,6-04-03-02,浆纱浆染工,浆 纱 浆 染 工,machine_assisted_rule_review,create,,,,0.286,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,浆纱浆染工
CN,China_2026_Directory,china_occupation_directory_2026,6-04-03-03,织布工,织 布 工,machine_assisted_rule_review,create,,,,0.400,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,织布工
CN,China_2026_Directory,china_occupation_directory_2026,6-04-03-04,意匠纹版工,意 匠 纹 版 工,machine_assisted_rule_review,create,,,,0.286,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,意匠纹版工
CN,China_2026_Directory,china_occupation_directory_2026,6-04-04-01,纬编工,纬 编 工,machine_assisted_rule_review,create,,,,0.400,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,纬编工
CN,China_2026_Directory,china_occupation_directory_2026,6-04-04-02,经编工,经 编 工,machine_assisted_rule_review,create,,,,0.400,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,经编工
CN,China_2026_Directory,china_occupation_directory_2026,6-04-04-03,横机工,横 机 工,machine_assisted_rule_review,create,,,,0.500,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,横机工
CN,China_2026_Directory,china_occupation_directory_2026,6-04-05-00,非织造布制造工,非 织 造 布 制 造 工,machine_assisted_rule_review,create,,,,0.429,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,非织造布制造工
CN,China_2026_Directory,china_occupation_directory_2026,6-04-06-01,印染前处理工,印 染 前 处 理 工,machine_assisted_rule_review,create,,,,0.308,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,印染前处理工
CN,China_2026_Directory,china_occupation_directory_2026,6-04-06-02,纺织染色工,纺 织 染 色 工,machine_assisted_rule_review,create,,,,0.286,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,纺织染色工
CN,China_2026_Directory,china_occupation_directory_2026,6-04-06-03,印花工,印 花 工,machine_assisted_rule_review,create,,,,0.400,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,印花工
CN,China_2026_Directory,china_occupation_directory_2026,6-04-06-04,纺织印花制版工,纺 织 印 花 制 版 工,machine_assisted_rule_review,create,,,,0.286,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,纺织印花制版工
CN,China_2026_Directory,china_occupation_directory_2026,6-04-06-05,印染后整理工,印 染 后 整 理 工,machine_assisted_rule_review,create,,,,0.308,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,印染后整理工
CN,China_2026_Directory,china_occupation_directory_2026,6-04-06-06,印染染化料配制工,印 染 染 化 料 配 制 工,machine_assisted_rule_review,create,,,,0.400,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,印染染化料配制工
CN,China_2026_Directory,china_occupation_directory_2026,6-04-06-07,工艺染织品制作工,工 艺 染 织 品 制 作 工,machine_assisted_rule_review,create,,,,0.400,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,工艺染织品制作工
CN,China_2026_Directory,china_occupation_directory_2026,6-05-01-01,服装制版师,服 装 制 版 specialist,machine_assisted_rule_review,create,,,,0.400,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,服装制版师
CN,China_2026_Directory,china_occupation_directory_2026,6-05-01-02,裁剪工,裁 剪 工,machine_assisted_rule_review,create,,,,0.400,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,裁剪工
CN,China_2026_Directory,china_occupation_directory_2026,6-05-01-03,缝纫工,缝 纫 工,machine_assisted_rule_review,create,,,,0.400,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,缝纫工
CN,China_2026_Directory,china_occupation_directory_2026,6-05-01-04,缝纫品整型工,缝 纫 品 整 型 工,machine_assisted_rule_review,create,,,,0.250,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,缝纫品整型工
CN,China_2026_Directory,china_occupation_directory_2026,6-05-01-05,服装水洗工,服 装 水 洗 工,machine_assisted_rule_review,create,,,,0.400,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,服装水洗工
CN,China_2026_Directory,china_occupation_directory_2026,6-05-01-06,绒线编织拼布工,绒 线 编 织 拼 布 工,machine_assisted_rule_review,create,,,,0.222,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,绒线编织拼布工
CN,China_2026_Directory,china_occupation_directory_2026,6-05-02-01,皮革及皮革制品加工工,皮 革 及 皮 革 制 品 加 工 工,machine_assisted_rule_review,create,,,,0.300,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,皮革及皮革制品加工工
CN,China_2026_Directory,china_occupation_directory_2026,6-05-02-02,毛皮及毛皮制品加工工,毛 皮 及 毛 皮 制 品 加 工 工,machine_assisted_rule_review,create,,,,0.300,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,毛皮及毛皮制品加工工
CN,China_2026_Directory,china_occupation_directory_2026,6-05-03-00,羽绒加工及制品充填工,羽 绒 加 工 及 制 品 充 填 工,machine_assisted_rule_review,create,,,,0.353,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,羽绒加工及制品充填工
CN,China_2026_Directory,china_occupation_directory_2026,6-05-04-01,制鞋工,制 鞋 工,machine_assisted_rule_review,create,,,,0.400,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,制鞋工
CN,China_2026_Directory,china_occupation_directory_2026,6-05-04-02,制帽工,制 帽 工,machine_assisted_rule_review,create,,,,0.400,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,制帽工
CN,China_2026_Directory,china_occupation_directory_2026,6-06-01-01,制材工,制 材 工,machine_assisted_rule_review,create,,,,0.500,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,制材工
CN,China_2026_Directory,china_occupation_directory_2026,6-06-01-02,木竹藤材处理工,木 竹 藤 材 处 理 工,machine_assisted_rule_review,create,,,,0.444,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,木竹藤材处理工
CN,China_2026_Directory,china_occupation_directory_2026,6-06-02-01,胶合板工,胶 合 板 工,machine_assisted_rule_review,create,,,,0.333,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,胶合板工
CN,China_2026_Directory,china_occupation_directory_2026,6-06-02-02,纤维板工,纤 维 板 工,machine_assisted_rule_review,create,,,,0.333,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,纤维板工
CN,China_2026_Directory,china_occupation_directory_2026,6-06-02-03,刨花板工,刨 花 板 工,machine_assisted_rule_review,create,,,,0.333,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,刨花板工
CN,China_2026_Directory,china_occupation_directory_2026,6-06-02-04,浸渍纸层压板工,浸 渍 纸 层 压 板 工,machine_assisted_rule_review,create,,,,0.222,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,浸渍纸层压板工
CN,China_2026_Directory,china_occupation_directory_2026,6-06-02-05,人造板饰面工,人 造 板 饰 面 工,machine_assisted_rule_review,create,,,,0.444,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,人造板饰面工
CN,China_2026_Directory,china_occupation_directory_2026,6-06-03-01,手工木工,手 工 木 工,machine_assisted_rule_review,create,,,,0.667,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,手工木工
CN,China_2026_Directory,china_occupation_directory_2026,6-06-03-02,机械木工,Mechanical 木 工,machine_assisted_rule_review,create,,,,0.667,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,机械木工
CN,China_2026_Directory,china_occupation_directory_2026,6-06-03-03,木地板制造工,木 地 板 制 造 工,machine_assisted_rule_review,create,,,,0.500,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,木地板制造工
CN,China_2026_Directory,china_occupation_directory_2026,6-06-04-00,家具制作工,家 具 制 作 工,machine_assisted_rule_review,create,,,,0.400,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,家具制作工
CN,China_2026_Directory,china_occupation_directory_2026,6-07-01-01,制浆工,制 浆 工,machine_assisted_rule_review,create,,,,0.400,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,制浆工
CN,China_2026_Directory,china_occupation_directory_2026,6-07-01-02,制浆废液回收利用工,制 浆 废 液 回 收 利 用 工,machine_assisted_rule_review,create,,,,0.250,6,生产制造及有关人员,2022,2022_official_base,L,绿色职业,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,制浆废液回收利用工
CN,China_2026_Directory,china_occupation_directory_2026,6-07-01-03,造纸工,造 纸 工,machine_assisted_rule_review,create,,,,0.400,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,造纸工
CN,China_2026_Directory,china_occupation_directory_2026,6-07-01-04,纸张整饰工,纸 张 整 饰 工,machine_assisted_rule_review,create,,,,0.286,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,纸张整饰工
CN,China_2026_Directory,china_occupation_directory_2026,6-07-01-05,宣纸书画纸制作工,宣 纸 书 画 纸 制 作 工,machine_assisted_rule_review,create,,,,0.267,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,宣纸书画纸制作工
CN,China_2026_Directory,china_occupation_directory_2026,6-07-02-00,纸箱纸盒制作工,纸 箱 纸 盒 制 作 工,machine_assisted_rule_review,create,,,,0.286,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,纸箱纸盒制作工
CN,China_2026_Directory,china_occupation_directory_2026,6-08-01-01,印前处理和制作员,印 前 处 理 和 制 作 worker,machine_assisted_rule_review,create,,,,0.400,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,印前处理和制作员
CN,China_2026_Directory,china_occupation_directory_2026,6-08-01-02,印刷操作员,印 刷 操 作 worker,machine_assisted_rule_review,create,,,,0.500,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,印刷操作员
CN,China_2026_Directory,china_occupation_directory_2026,6-08-01-03,印后制作员,印 后 制 作 worker,machine_assisted_rule_review,create,,,,0.500,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,印后制作员
CN,China_2026_Directory,china_occupation_directory_2026,6-08-02-00,音像制品和电子出版物复制员,音 像 制 品 和 electronic 出 版 物 复 制 worker,machine_assisted_rule_review,create,,,,0.316,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,音像制品和电子出版物复制员
CN,China_2026_Directory,china_occupation_directory_2026,6-09-01-01,自来水笔制造工,自 来 水 笔 制 造 工,machine_assisted_rule_review,create,,,,0.429,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,自来水笔制造工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-01-02,圆珠笔制造工,圆 珠 笔 制 造 工,machine_assisted_rule_review,create,,,,0.462,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,圆珠笔制造工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-01-03,铅笔制造工,铅 笔 制 造 工,machine_assisted_rule_review,create,,,,0.500,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,铅笔制造工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-01-04,毛笔制作工,毛 笔 制 作 工,machine_assisted_rule_review,create,,,,0.333,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,毛笔制作工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-01-05,记号笔制造工,记 号 笔 制 造 工,machine_assisted_rule_review,create,,,,0.462,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,记号笔制造工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-01-06,墨制作工,墨 制 作 工,machine_assisted_rule_review,create,,,,0.364,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,墨制作工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-01-07,墨水墨汁制造工,墨 水 墨 汁 制 造 工,machine_assisted_rule_review,create,,,,0.429,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,墨水墨汁制造工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-01-08,绘图仪器制作工,绘 图 仪 器 制 作 工,machine_assisted_rule_review,create,,,,0.286,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,绘图仪器制作工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-01-09,印泥制作工,印 泥 制 作 工,machine_assisted_rule_review,create,,,,0.333,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,印泥制作工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-02-01,钢琴及键盘乐器制作工,钢 琴 及 键 盘 乐 器 制 作 工,machine_assisted_rule_review,create,,,,0.286,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,钢琴及键盘乐器制作工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-02-02,提琴吉他制作工,提 琴 吉 他 制 作 工,machine_assisted_rule_review,create,,,,0.286,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,提琴吉他制作工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-02-03,管乐器制作工,管 乐 器 制 作 工,machine_assisted_rule_review,create,,,,0.308,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,管乐器制作工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-02-04,民族拉弦弹拨乐器制作工,民 族 拉 弦 弹 拨 乐 器 制 作 工,machine_assisted_rule_review,create,,,,0.222,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,民族拉弦弹拨乐器制作工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-02-05,吹奏乐器制作工,吹 奏 乐 器 制 作 工,machine_assisted_rule_review,create,,,,0.286,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,吹奏乐器制作工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-02-06,打击乐器制作工,打 击 乐 器 制 作 工,machine_assisted_rule_review,create,,,,0.286,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,打击乐器制作工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-02-07,电鸣乐器制作工,电 鸣 乐 器 制 作 工,machine_assisted_rule_review,create,,,,0.444,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,电鸣乐器制作工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-03-01,工艺品雕刻工,工 艺 品 雕 刻 工,machine_assisted_rule_review,create,,,,0.364,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,工艺品雕刻工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-03-02,雕塑翻制工,雕 塑 翻 制 工,machine_assisted_rule_review,create,,,,0.333,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,雕塑翻制工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-03-03,陶瓷工艺品制作师,陶 瓷 工 艺 品 制 作 specialist,machine_assisted_rule_review,create,,,,0.333,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,陶瓷工艺品制作师
CN,China_2026_Directory,china_occupation_directory_2026,6-09-03-04,景泰蓝制作工,景 泰 蓝 制 作 工,machine_assisted_rule_review,create,,,,0.308,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,景泰蓝制作工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-03-05,金属摆件制作工,金 属 摆 件 制 作 工,machine_assisted_rule_review,create,,,,0.400,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,金属摆件制作工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-03-06,漆器制作工,漆 器 制 作 工,machine_assisted_rule_review,create,,,,0.333,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,漆器制作工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-03-07,壁画制作工,壁 画 制 作 工,machine_assisted_rule_review,create,,,,0.333,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,壁画制作工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-03-08,版画制作工,版 画 制 作 工,machine_assisted_rule_review,create,,,,0.333,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,版画制作工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-03-09,人造花制作工,人 造 花 制 作 工,machine_assisted_rule_review,create,,,,0.308,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,人造花制作工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-03-10,工艺画制作工,工 艺 画 制 作 工,machine_assisted_rule_review,create,,,,0.462,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,工艺画制作工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-03-11,抽纱刺绣工,抽 纱 刺 绣 工,machine_assisted_rule_review,create,,,,0.286,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,抽纱刺绣工
CN,China_2026_Directory,china_occupation_directory_2026,6-09-03-12,手工地毯制作工,手 工 地 毯 制 作 工,machine_assisted_rule_review,create,,,,0.429,6,生产制造及有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,手工地毯制作工
