slug,locale,candidate_index,anchor_candidate,candidate_only,runtime_approved
food-and-beverage-serving-and-related-workers,en,3,Fast Food And Counter Workers AI impact and fit,true,false
food-and-tobacco-roasting-baking-and-drying-machine-operators-and-tenders,zh-CN,1,食品、机器操作员看护员职业介绍,true,false
food-and-tobacco-roasting-baking-and-drying-machine-operators-and-tenders,zh-CN,2,食品、机器操作员看护员技能与入行路径,true,false
food-and-tobacco-roasting-baking-and-drying-machine-operators-and-tenders,zh-CN,3,食品、机器操作员看护员AI 影响与职业匹配,true,false
food-and-tobacco-roasting-baking-and-drying-machine-operators-and-tenders,en,1,"Food And Tobacco Roasting, Baking, And Drying Machine Operators And Tenders career overview",true,false
food-and-tobacco-roasting-baking-and-drying-machine-operators-and-tenders,en,2,"Food And Tobacco Roasting, Baking, And Drying Machine Operators And Tenders skills and entry path",true,false
food-and-tobacco-roasting-baking-and-drying-machine-operators-and-tenders,en,3,"Food And Tobacco Roasting, Baking, And Drying Machine Operators And Tenders AI impact and fit",true,false
food-batchmakers,zh-CN,1,食品批量制作工职业介绍,true,false
food-batchmakers,zh-CN,2,食品批量制作工技能与入行路径,true,false
food-batchmakers,zh-CN,3,食品批量制作工AI 影响与职业匹配,true,false
food-batchmakers,en,1,Food Batchmakers career overview,true,false
food-batchmakers,en,2,Food Batchmakers skills and entry path,true,false
food-batchmakers,en,3,Food Batchmakers AI impact and fit,true,false
food-cooking-machine-operators-and-tenders,zh-CN,1,食品机器操作员看护员职业介绍,true,false
food-cooking-machine-operators-and-tenders,zh-CN,2,食品机器操作员看护员技能与入行路径,true,false
food-cooking-machine-operators-and-tenders,zh-CN,3,食品机器操作员看护员AI 影响与职业匹配,true,false
food-cooking-machine-operators-and-tenders,en,1,Food Cooking Machine Operators And Tenders career overview,true,false
food-cooking-machine-operators-and-tenders,en,2,Food Cooking Machine Operators And Tenders skills and entry path,true,false
food-cooking-machine-operators-and-tenders,en,3,Food Cooking Machine Operators And Tenders AI impact and fit,true,false
food-preparation-workers,zh-CN,1,食品制备人员适合谁？职业介绍,true,false
food-preparation-workers,zh-CN,2,食品制备人员适合谁？技能与入行路径,true,false
food-preparation-workers,zh-CN,3,食品制备人员适合谁？AI 影响与职业匹配,true,false
food-preparation-workers,en,1,Food preparation workers career overview,true,false
food-preparation-workers,en,2,Food preparation workers skills and entry path,true,false
food-preparation-workers,en,3,Food preparation workers AI impact and fit,true,false
food-and-tobacco-processing-workers,zh-CN,1,其他食品加工工职业介绍,true,false
food-and-tobacco-processing-workers,zh-CN,2,其他食品加工工技能与入行路径,true,false
food-and-tobacco-processing-workers,zh-CN,3,其他食品加工工AI 影响与职业匹配,true,false
food-and-tobacco-processing-workers,en,1,"Food Processing Workers, All Other career overview",true,false
food-and-tobacco-processing-workers,en,2,"Food Processing Workers, All Other skills and entry path",true,false
food-and-tobacco-processing-workers,en,3,"Food Processing Workers, All Other AI impact and fit",true,false
food-science-technicians,zh-CN,1,食品科学技术员职业介绍,true,false
food-science-technicians,zh-CN,2,食品科学技术员技能与入行路径,true,false
food-science-technicians,zh-CN,3,食品科学技术员AI 影响与职业匹配,true,false
food-science-technicians,en,1,Food Science Technicians career overview,true,false
food-science-technicians,en,2,Food Science Technicians skills and entry path,true,false
food-science-technicians,en,3,Food Science Technicians AI impact and fit,true,false
food-scientists-and-technologists,zh-CN,1,食品科学家与食品技术专家职业介绍,true,false
food-scientists-and-technologists,zh-CN,2,食品科学家与食品技术专家技能与入行路径,true,false
food-scientists-and-technologists,zh-CN,3,食品科学家与食品技术专家AI 影响与职业匹配,true,false
food-scientists-and-technologists,en,1,Food Scientists And Technologists career overview,true,false
food-scientists-and-technologists,en,2,Food Scientists And Technologists skills and entry path,true,false
food-scientists-and-technologists,en,3,Food Scientists And Technologists AI impact and fit,true,false
food-servers-nonrestaurant,zh-CN,1,非餐厅食品服务员职业介绍,true,false
food-servers-nonrestaurant,zh-CN,2,非餐厅食品服务员技能与入行路径,true,false
food-servers-nonrestaurant,zh-CN,3,非餐厅食品服务员AI 影响与职业匹配,true,false
food-servers-nonrestaurant,en,1,"Food Servers, Nonrestaurant career overview",true,false
food-servers-nonrestaurant,en,2,"Food Servers, Nonrestaurant skills and entry path",true,false
food-servers-nonrestaurant,en,3,"Food Servers, Nonrestaurant AI impact and fit",true,false
food-service-managers,zh-CN,1,餐饮服务经理适合谁？职业介绍,true,false
food-service-managers,zh-CN,2,餐饮服务经理适合谁？技能与入行路径,true,false
food-service-managers,zh-CN,3,餐饮服务经理适合谁？AI 影响与职业匹配,true,false
food-service-managers,en,1,Food service managers career overview,true,false
food-service-managers,en,2,Food service managers skills and entry path,true,false
food-service-managers,en,3,Food service managers AI impact and fit,true,false
foreign-language-and-literature-teachers-postsecondary,zh-CN,1,高校外语文学教师职业介绍,true,false
foreign-language-and-literature-teachers-postsecondary,zh-CN,2,高校外语文学教师技能与入行路径,true,false
foreign-language-and-literature-teachers-postsecondary,zh-CN,3,高校外语文学教师AI 影响与职业匹配,true,false
foreign-language-and-literature-teachers-postsecondary,en,1,"Foreign Language And Literature Teachers, Postsecondary career overview",true,false
foreign-language-and-literature-teachers-postsecondary,en,2,"Foreign Language And Literature Teachers, Postsecondary skills and entry path",true,false
foreign-language-and-literature-teachers-postsecondary,en,3,"Foreign Language And Literature Teachers, Postsecondary AI impact and fit",true,false
forensic-science-technicians,zh-CN,1,法医科学技术员职业介绍,true,false
forensic-science-technicians,zh-CN,2,法医科学技术员技能与入行路径,true,false
forensic-science-technicians,zh-CN,3,法医科学技术员AI 影响与职业匹配,true,false
forensic-science-technicians,en,1,Forensic Science Technicians career overview,true,false
forensic-science-technicians,en,2,Forensic Science Technicians skills and entry path,true,false
forensic-science-technicians,en,3,Forensic Science Technicians AI impact and fit,true,false
forest-and-conservation-technicians,zh-CN,1,技术员职业介绍,true,false
forest-and-conservation-technicians,zh-CN,2,技术员技能与入行路径,true,false
forest-and-conservation-technicians,zh-CN,3,技术员AI 影响与职业匹配,true,false
forest-and-conservation-technicians,en,1,Forest And Conservation Technicians career overview,true,false
forest-and-conservation-technicians,en,2,Forest And Conservation Technicians skills and entry path,true,false
forest-and-conservation-technicians,en,3,Forest And Conservation Technicians AI impact and fit,true,false
forest-and-conservation-workers,zh-CN,1,森林与自然保护从业人员职业介绍,true,false
forest-and-conservation-workers,zh-CN,2,森林与自然保护从业人员技能与入行路径,true,false
forest-and-conservation-workers,zh-CN,3,森林与自然保护从业人员AI 影响与职业匹配,true,false
forest-and-conservation-workers,en,1,Forest And Conservation Workers career overview,true,false
forest-and-conservation-workers,en,2,Forest And Conservation Workers skills and entry path,true,false
forest-and-conservation-workers,en,3,Forest And Conservation Workers AI impact and fit,true,false
forest-fire-inspectors-and-prevention-specialists,zh-CN,1,消防检查员专员职业介绍,true,false
forest-fire-inspectors-and-prevention-specialists,zh-CN,2,消防检查员专员技能与入行路径,true,false
forest-fire-inspectors-and-prevention-specialists,zh-CN,3,消防检查员专员AI 影响与职业匹配,true,false
forest-fire-inspectors-and-prevention-specialists,en,1,Forest Fire Inspectors And Prevention Specialists career overview,true,false
forest-fire-inspectors-and-prevention-specialists,en,2,Forest Fire Inspectors And Prevention Specialists skills and entry path,true,false
forest-fire-inspectors-and-prevention-specialists,en,3,Forest Fire Inspectors And Prevention Specialists AI impact and fit,true,false
foresters,zh-CN,1,林务员职业介绍,true,false
foresters,zh-CN,2,林务员技能与入行路径,true,false
foresters,zh-CN,3,林务员AI 影响与职业匹配,true,false
foresters,en,1,Foresters career overview,true,false
foresters,en,2,Foresters skills and entry path,true,false
foresters,en,3,Foresters AI impact and fit,true,false
forestry-and-conservation-science-teachers-postsecondary,zh-CN,1,教师林业职业介绍,true,false
forestry-and-conservation-science-teachers-postsecondary,zh-CN,2,教师林业技能与入行路径,true,false
forestry-and-conservation-science-teachers-postsecondary,zh-CN,3,教师林业AI 影响与职业匹配,true,false
forestry-and-conservation-science-teachers-postsecondary,en,1,"Forestry And Conservation Science Teachers, Postsecondary career overview",true,false
forestry-and-conservation-science-teachers-postsecondary,en,2,"Forestry And Conservation Science Teachers, Postsecondary skills and entry path",true,false
forestry-and-conservation-science-teachers-postsecondary,en,3,"Forestry And Conservation Science Teachers, Postsecondary AI impact and fit",true,false
forging-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,1,机器铺设工、操作员、看护员、金属塑料职业介绍,true,false
forging-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,2,机器铺设工、操作员、看护员、金属塑料技能与入行路径,true,false
forging-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,3,机器铺设工、操作员、看护员、金属塑料AI 影响与职业匹配,true,false
forging-machine-setters-operators-and-tenders-metal-and-plastic,en,1,"Forging Machine Setters, Operators, And Tenders, Metal And Plastic career overview",true,false
forging-machine-setters-operators-and-tenders-metal-and-plastic,en,2,"Forging Machine Setters, Operators, And Tenders, Metal And Plastic skills and entry path",true,false
forging-machine-setters-operators-and-tenders-metal-and-plastic,en,3,"Forging Machine Setters, Operators, And Tenders, Metal And Plastic AI impact and fit",true,false
foundry-mold-and-coremakers,zh-CN,1,铸造模具型芯工职业介绍,true,false
foundry-mold-and-coremakers,zh-CN,2,铸造模具型芯工技能与入行路径,true,false
foundry-mold-and-coremakers,zh-CN,3,铸造模具型芯工AI 影响与职业匹配,true,false
foundry-mold-and-coremakers,en,1,Foundry Mold And Coremakers career overview,true,false
foundry-mold-and-coremakers,en,2,Foundry Mold And Coremakers skills and entry path,true,false
foundry-mold-and-coremakers,en,3,Foundry Mold And Coremakers AI impact and fit,true,false
fraud-examiners-investigators-and-analysts,zh-CN,1,欺诈审查员、调查员和分析师职业介绍,true,false
fraud-examiners-investigators-and-analysts,zh-CN,2,欺诈审查员、调查员和分析师技能与入行路径,true,false
fraud-examiners-investigators-and-analysts,zh-CN,3,欺诈审查员、调查员和分析师AI 影响与职业匹配,true,false
fraud-examiners-investigators-and-analysts,en,1,"Fraud Examiners, Investigators And Analysts career overview",true,false
fraud-examiners-investigators-and-analysts,en,2,"Fraud Examiners, Investigators And Analysts skills and entry path",true,false
fraud-examiners-investigators-and-analysts,en,3,"Fraud Examiners, Investigators And Analysts AI impact and fit",true,false
freight-forwarders,zh-CN,1,货运代理职业介绍,true,false
freight-forwarders,zh-CN,2,货运代理技能与入行路径,true,false
freight-forwarders,zh-CN,3,货运代理AI 影响与职业匹配,true,false
freight-forwarders,en,1,Freight Forwarders career overview,true,false
freight-forwarders,en,2,Freight Forwarders skills and entry path,true,false
freight-forwarders,en,3,Freight Forwarders AI impact and fit,true,false
fuel-cell-engineers,zh-CN,1,工程师职业介绍,true,false
fuel-cell-engineers,zh-CN,2,工程师技能与入行路径,true,false
fuel-cell-engineers,zh-CN,3,工程师AI 影响与职业匹配,true,false
fuel-cell-engineers,en,1,Fuel Cell Engineers career overview,true,false
fuel-cell-engineers,en,2,Fuel Cell Engineers skills and entry path,true,false
fuel-cell-engineers,en,3,Fuel Cell Engineers AI impact and fit,true,false
fundraisers,zh-CN,1,募资专员职业介绍,true,false
fundraisers,zh-CN,2,募资专员技能与入行路径,true,false
fundraisers,zh-CN,3,募资专员AI 影响与职业匹配,true,false
fundraisers,en,1,Fundraisers career overview,true,false
fundraisers,en,2,Fundraisers skills and entry path,true,false
fundraisers,en,3,Fundraisers AI impact and fit,true,false
fundraising-managers,zh-CN,1,筹款经理职业介绍,true,false
fundraising-managers,zh-CN,2,筹款经理技能与入行路径,true,false
fundraising-managers,zh-CN,3,筹款经理AI 影响与职业匹配,true,false
fundraising-managers,en,1,Fundraising Managers career overview,true,false
fundraising-managers,en,2,Fundraising Managers skills and entry path,true,false
fundraising-managers,en,3,Fundraising Managers AI impact and fit,true,false
funeral-attendants,zh-CN,1,殡葬服务员职业介绍,true,false
funeral-attendants,zh-CN,2,殡葬服务员技能与入行路径,true,false
funeral-attendants,zh-CN,3,殡葬服务员AI 影响与职业匹配,true,false
funeral-attendants,en,1,Funeral Attendants career overview,true,false
funeral-attendants,en,2,Funeral Attendants skills and entry path,true,false
funeral-attendants,en,3,Funeral Attendants AI impact and fit,true,false
funeral-home-managers,zh-CN,1,殡葬家庭经理职业介绍,true,false
funeral-home-managers,zh-CN,2,殡葬家庭经理技能与入行路径,true,false
funeral-home-managers,zh-CN,3,殡葬家庭经理AI 影响与职业匹配,true,false
funeral-home-managers,en,1,Funeral Home Managers career overview,true,false
funeral-home-managers,en,2,Funeral Home Managers skills and entry path,true,false
funeral-home-managers,en,3,Funeral Home Managers AI impact and fit,true,false
funeral-service-occupations,zh-CN,1,殡仪承办人与丧葬安排员职业介绍,true,false
funeral-service-occupations,zh-CN,2,殡仪承办人与丧葬安排员技能与入行路径,true,false
funeral-service-occupations,zh-CN,3,殡仪承办人与丧葬安排员AI 影响与职业匹配,true,false
funeral-service-occupations,en,1,"Morticians, Undertakers, And Funeral Arrangers career overview",true,false
funeral-service-occupations,en,2,"Morticians, Undertakers, And Funeral Arrangers skills and entry path",true,false
funeral-service-occupations,en,3,"Morticians, Undertakers, And Funeral Arrangers AI impact and fit",true,false
furnace-kiln-oven-drier-and-kettle-operators-and-tenders,zh-CN,1,操作员看护员职业介绍,true,false
furnace-kiln-oven-drier-and-kettle-operators-and-tenders,zh-CN,2,操作员看护员技能与入行路径,true,false
furnace-kiln-oven-drier-and-kettle-operators-and-tenders,zh-CN,3,操作员看护员AI 影响与职业匹配,true,false
furnace-kiln-oven-drier-and-kettle-operators-and-tenders,en,1,"Furnace, Kiln, Oven, Drier, And Kettle Operators And Tenders career overview",true,false
furnace-kiln-oven-drier-and-kettle-operators-and-tenders,en,2,"Furnace, Kiln, Oven, Drier, And Kettle Operators And Tenders skills and entry path",true,false
furnace-kiln-oven-drier-and-kettle-operators-and-tenders,en,3,"Furnace, Kiln, Oven, Drier, And Kettle Operators And Tenders AI impact and fit",true,false
furniture-finishers,zh-CN,1,家具修整工职业介绍,true,false
furniture-finishers,zh-CN,2,家具修整工技能与入行路径,true,false
furniture-finishers,zh-CN,3,家具修整工AI 影响与职业匹配,true,false
furniture-finishers,en,1,Furniture Finishers career overview,true,false
furniture-finishers,en,2,Furniture Finishers skills and entry path,true,false
furniture-finishers,en,3,Furniture Finishers AI impact and fit,true,false
gambling-and-sports-book-writers-and-runners,zh-CN,1,博彩与体育投注写作者跑腿员职业介绍,true,false
gambling-and-sports-book-writers-and-runners,zh-CN,2,博彩与体育投注写作者跑腿员技能与入行路径,true,false
gambling-and-sports-book-writers-and-runners,zh-CN,3,博彩与体育投注写作者跑腿员AI 影响与职业匹配,true,false
gambling-and-sports-book-writers-and-runners,en,1,Gambling And Sports Book Writers And Runners career overview,true,false
gambling-and-sports-book-writers-and-runners,en,2,Gambling And Sports Book Writers And Runners skills and entry path,true,false
gambling-and-sports-book-writers-and-runners,en,3,Gambling And Sports Book Writers And Runners AI impact and fit,true,false
gambling-cage-workers,zh-CN,1,博彩工人职业介绍,true,false
gambling-cage-workers,zh-CN,2,博彩工人技能与入行路径,true,false
gambling-cage-workers,zh-CN,3,博彩工人AI 影响与职业匹配,true,false
gambling-cage-workers,en,1,Gambling Cage Workers career overview,true,false
gambling-cage-workers,en,2,Gambling Cage Workers skills and entry path,true,false
gambling-cage-workers,en,3,Gambling Cage Workers AI impact and fit,true,false
gambling-change-persons-and-booth-cashiers,zh-CN,1,博彩兑换柜台收银员职业介绍,true,false
gambling-change-persons-and-booth-cashiers,zh-CN,2,博彩兑换柜台收银员技能与入行路径,true,false
gambling-change-persons-and-booth-cashiers,zh-CN,3,博彩兑换柜台收银员AI 影响与职业匹配,true,false
gambling-change-persons-and-booth-cashiers,en,1,Gambling Change Persons And Booth Cashiers career overview,true,false
gambling-change-persons-and-booth-cashiers,en,2,Gambling Change Persons And Booth Cashiers skills and entry path,true,false
gambling-change-persons-and-booth-cashiers,en,3,Gambling Change Persons And Booth Cashiers AI impact and fit,true,false
gambling-dealers,zh-CN,1,博彩发牌员职业介绍,true,false
gambling-dealers,zh-CN,2,博彩发牌员技能与入行路径,true,false
gambling-dealers,zh-CN,3,博彩发牌员AI 影响与职业匹配,true,false
gambling-dealers,en,1,Gambling Dealers career overview,true,false
gambling-dealers,en,2,Gambling Dealers skills and entry path,true,false
gambling-dealers,en,3,Gambling Dealers AI impact and fit,true,false
gambling-managers,zh-CN,1,博彩经理职业介绍,true,false
gambling-managers,zh-CN,2,博彩经理技能与入行路径,true,false
gambling-managers,zh-CN,3,博彩经理AI 影响与职业匹配,true,false
gambling-managers,en,1,Gambling Managers career overview,true,false
gambling-managers,en,2,Gambling Managers skills and entry path,true,false
gambling-managers,en,3,Gambling Managers AI impact and fit,true,false
gaming-services-occupations,zh-CN,1,博彩服务从业人员职业介绍,true,false
gaming-services-occupations,zh-CN,2,博彩服务从业人员技能与入行路径,true,false
gaming-services-occupations,zh-CN,3,博彩服务从业人员AI 影响与职业匹配,true,false
gaming-services-occupations,en,1,Gambling Services Workers career overview,true,false
gaming-services-occupations,en,2,Gambling Services Workers skills and entry path,true,false
gaming-services-occupations,en,3,Gambling Services Workers AI impact and fit,true,false
gambling-surveillance-officers-and-gambling-investigators,zh-CN,1,博彩官博彩调查员职业介绍,true,false
gambling-surveillance-officers-and-gambling-investigators,zh-CN,2,博彩官博彩调查员技能与入行路径,true,false
gambling-surveillance-officers-and-gambling-investigators,zh-CN,3,博彩官博彩调查员AI 影响与职业匹配,true,false
gambling-surveillance-officers-and-gambling-investigators,en,1,Gambling Surveillance Officers And Gambling Investigators career overview,true,false
gambling-surveillance-officers-and-gambling-investigators,en,2,Gambling Surveillance Officers And Gambling Investigators skills and entry path,true,false
gambling-surveillance-officers-and-gambling-investigators,en,3,Gambling Surveillance Officers And Gambling Investigators AI impact and fit,true,false
gas-compressor-and-gas-pumping-station-operators,zh-CN,1,天然气天然气操作员职业介绍,true,false
gas-compressor-and-gas-pumping-station-operators,zh-CN,2,天然气天然气操作员技能与入行路径,true,false
gas-compressor-and-gas-pumping-station-operators,zh-CN,3,天然气天然气操作员AI 影响与职业匹配,true,false
gas-compressor-and-gas-pumping-station-operators,en,1,Gas Compressor And Gas Pumping Station Operators career overview,true,false
gas-compressor-and-gas-pumping-station-operators,en,2,Gas Compressor And Gas Pumping Station Operators skills and entry path,true,false
gas-compressor-and-gas-pumping-station-operators,en,3,Gas Compressor And Gas Pumping Station Operators AI impact and fit,true,false
gas-plant-operators,zh-CN,1,天然气操作员职业介绍,true,false
gas-plant-operators,zh-CN,2,天然气操作员技能与入行路径,true,false
gas-plant-operators,zh-CN,3,天然气操作员AI 影响与职业匹配,true,false
gas-plant-operators,en,1,Gas Plant Operators career overview,true,false
gas-plant-operators,en,2,Gas Plant Operators skills and entry path,true,false
gas-plant-operators,en,3,Gas Plant Operators AI impact and fit,true,false
gem-and-diamond-workers,zh-CN,1,工人职业介绍,true,false
gem-and-diamond-workers,zh-CN,2,工人技能与入行路径,true,false
gem-and-diamond-workers,zh-CN,3,工人AI 影响与职业匹配,true,false
gem-and-diamond-workers,en,1,Gem And Diamond Workers career overview,true,false
gem-and-diamond-workers,en,2,Gem And Diamond Workers skills and entry path,true,false
gem-and-diamond-workers,en,3,Gem And Diamond Workers AI impact and fit,true,false
general-and-operations-managers,zh-CN,1,总经理和运营经理职业介绍,true,false
general-and-operations-managers,zh-CN,2,总经理和运营经理技能与入行路径,true,false
general-and-operations-managers,zh-CN,3,总经理和运营经理AI 影响与职业匹配,true,false
general-and-operations-managers,en,1,General And Operations Managers career overview,true,false
general-and-operations-managers,en,2,General And Operations Managers skills and entry path,true,false
general-and-operations-managers,en,3,General And Operations Managers AI impact and fit,true,false
general-internal-medicine-physicians,zh-CN,1,普通内科医师职业介绍,true,false
general-internal-medicine-physicians,zh-CN,2,普通内科医师技能与入行路径,true,false
general-internal-medicine-physicians,zh-CN,3,普通内科医师AI 影响与职业匹配,true,false
general-internal-medicine-physicians,en,1,General Internal Medicine Physicians career overview,true,false
general-internal-medicine-physicians,en,2,General Internal Medicine Physicians skills and entry path,true,false
general-internal-medicine-physicians,en,3,General Internal Medicine Physicians AI impact and fit,true,false
general-maintenance-and-repair-workers,zh-CN,1,综合维修人员职业介绍,true,false
general-maintenance-and-repair-workers,zh-CN,2,综合维修人员技能与入行路径,true,false
general-maintenance-and-repair-workers,zh-CN,3,综合维修人员AI 影响与职业匹配,true,false
general-maintenance-and-repair-workers,en,1,General Maintenance And Repair Workers career overview,true,false
general-maintenance-and-repair-workers,en,2,General Maintenance And Repair Workers skills and entry path,true,false
general-maintenance-and-repair-workers,en,3,General Maintenance And Repair Workers AI impact and fit,true,false
general-office-clerks,zh-CN,1,普通办公室文员职业介绍,true,false
general-office-clerks,zh-CN,2,普通办公室文员技能与入行路径,true,false
general-office-clerks,zh-CN,3,普通办公室文员AI 影响与职业匹配,true,false
general-office-clerks,en,1,"Office Clerks, General career overview",true,false
general-office-clerks,en,2,"Office Clerks, General skills and entry path",true,false
general-office-clerks,en,3,"Office Clerks, General AI impact and fit",true,false
genetic-counselors,zh-CN,1,遗传咨询师适合谁？职业介绍,true,false
genetic-counselors,zh-CN,2,遗传咨询师适合谁？技能与入行路径,true,false
genetic-counselors,zh-CN,3,遗传咨询师适合谁？AI 影响与职业匹配,true,false
genetic-counselors,en,1,Genetic counselors career overview,true,false
genetic-counselors,en,2,Genetic counselors skills and entry path,true,false
genetic-counselors,en,3,Genetic counselors AI impact and fit,true,false
geneticists,zh-CN,1,遗传学家职业介绍,true,false
geneticists,zh-CN,2,遗传学家技能与入行路径,true,false
geneticists,zh-CN,3,遗传学家AI 影响与职业匹配,true,false
geneticists,en,1,Geneticists career overview,true,false
geneticists,en,2,Geneticists skills and entry path,true,false
geneticists,en,3,Geneticists AI impact and fit,true,false
geodetic-surveyors,zh-CN,1,大地测量测量员职业介绍,true,false
geodetic-surveyors,zh-CN,2,大地测量测量员技能与入行路径,true,false
geodetic-surveyors,zh-CN,3,大地测量测量员AI 影响与职业匹配,true,false
geodetic-surveyors,en,1,Geodetic Surveyors career overview,true,false
geodetic-surveyors,en,2,Geodetic Surveyors skills and entry path,true,false
geodetic-surveyors,en,3,Geodetic Surveyors AI impact and fit,true,false
geographers,zh-CN,1,地理学家适合谁？职业介绍,true,false
geographers,zh-CN,2,地理学家适合谁？技能与入行路径,true,false
geographers,zh-CN,3,地理学家适合谁？AI 影响与职业匹配,true,false
geographers,en,1,Geographers career overview,true,false
geographers,en,2,Geographers skills and entry path,true,false
geographers,en,3,Geographers AI impact and fit,true,false
geographic-information-systems-technologists-and-technicians,zh-CN,1,信息系统技术专家技术员职业介绍,true,false
geographic-information-systems-technologists-and-technicians,zh-CN,2,信息系统技术专家技术员技能与入行路径,true,false
geographic-information-systems-technologists-and-technicians,zh-CN,3,信息系统技术专家技术员AI 影响与职业匹配,true,false
geographic-information-systems-technologists-and-technicians,en,1,Geographic Information Systems Technologists And Technicians career overview,true,false
geographic-information-systems-technologists-and-technicians,en,2,Geographic Information Systems Technologists And Technicians skills and entry path,true,false
geographic-information-systems-technologists-and-technicians,en,3,Geographic Information Systems Technologists And Technicians AI impact and fit,true,false
geography-teachers-postsecondary,zh-CN,1,高校地理教师职业介绍,true,false
geography-teachers-postsecondary,zh-CN,2,高校地理教师技能与入行路径,true,false
geography-teachers-postsecondary,zh-CN,3,高校地理教师AI 影响与职业匹配,true,false
geography-teachers-postsecondary,en,1,"Geography Teachers, Postsecondary career overview",true,false
geography-teachers-postsecondary,en,2,"Geography Teachers, Postsecondary skills and entry path",true,false
geography-teachers-postsecondary,en,3,"Geography Teachers, Postsecondary AI impact and fit",true,false
geological-and-petroleum-technicians,zh-CN,1,地质与水文技术员职业介绍,true,false
geological-and-petroleum-technicians,zh-CN,2,地质与水文技术员技能与入行路径,true,false
geological-and-petroleum-technicians,zh-CN,3,地质与水文技术员AI 影响与职业匹配,true,false
geological-and-petroleum-technicians,en,1,Geological And Hydrologic Technicians career overview,true,false
geological-and-petroleum-technicians,en,2,Geological And Hydrologic Technicians skills and entry path,true,false
geological-and-petroleum-technicians,en,3,Geological And Hydrologic Technicians AI impact and fit,true,false
geological-technicians-except-hydrologic-technicians,zh-CN,1,地质技术员（不含水文技术员）职业介绍,true,false
geological-technicians-except-hydrologic-technicians,zh-CN,2,地质技术员（不含水文技术员）技能与入行路径,true,false
geological-technicians-except-hydrologic-technicians,zh-CN,3,地质技术员（不含水文技术员）AI 影响与职业匹配,true,false
geological-technicians-except-hydrologic-technicians,en,1,"Geological Technicians, Except Hydrologic Technicians career overview",true,false
geological-technicians-except-hydrologic-technicians,en,2,"Geological Technicians, Except Hydrologic Technicians skills and entry path",true,false
geological-technicians-except-hydrologic-technicians,en,3,"Geological Technicians, Except Hydrologic Technicians AI impact and fit",true,false
geoscientists,zh-CN,1,地球科学家（不含水文学家与地理学家）职业介绍,true,false
geoscientists,zh-CN,2,地球科学家（不含水文学家与地理学家）技能与入行路径,true,false
geoscientists,zh-CN,3,地球科学家（不含水文学家与地理学家）AI 影响与职业匹配,true,false
geoscientists,en,1,"Geoscientists, Except Hydrologists And Geographers career overview",true,false
geoscientists,en,2,"Geoscientists, Except Hydrologists And Geographers skills and entry path",true,false
geoscientists,en,3,"Geoscientists, Except Hydrologists And Geographers AI impact and fit",true,false
geoscientists-except-hydrologists-and-geographers,zh-CN,1,地球科学家（不含水文学家和地理学家）职业介绍,true,false
geoscientists-except-hydrologists-and-geographers,zh-CN,2,地球科学家（不含水文学家和地理学家）技能与入行路径,true,false
geoscientists-except-hydrologists-and-geographers,zh-CN,3,地球科学家（不含水文学家和地理学家）AI 影响与职业匹配,true,false
geoscientists-except-hydrologists-and-geographers,en,1,"Geoscientists, Except Hydrologists And Geographers career overview",true,false
geoscientists-except-hydrologists-and-geographers,en,2,"Geoscientists, Except Hydrologists And Geographers skills and entry path",true,false
geoscientists-except-hydrologists-and-geographers,en,3,"Geoscientists, Except Hydrologists And Geographers AI impact and fit",true,false
geothermal-production-managers,zh-CN,1,生产经理职业介绍,true,false
geothermal-production-managers,zh-CN,2,生产经理技能与入行路径,true,false
geothermal-production-managers,zh-CN,3,生产经理AI 影响与职业匹配,true,false
geothermal-production-managers,en,1,Geothermal Production Managers career overview,true,false
geothermal-production-managers,en,2,Geothermal Production Managers skills and entry path,true,false
geothermal-production-managers,en,3,Geothermal Production Managers AI impact and fit,true,false
geothermal-technicians,zh-CN,1,地热技术员职业介绍,true,false
geothermal-technicians,zh-CN,2,地热技术员技能与入行路径,true,false
geothermal-technicians,zh-CN,3,地热技术员AI 影响与职业匹配,true,false
geothermal-technicians,en,1,Geothermal Technicians career overview,true,false
geothermal-technicians,en,2,Geothermal Technicians skills and entry path,true,false
geothermal-technicians,en,3,Geothermal Technicians AI impact and fit,true,false
glass-blowers-molders-benders-and-finishers,zh-CN,1,玻璃吹制工、成型工、弯曲工、修整工职业介绍,true,false
glass-blowers-molders-benders-and-finishers,zh-CN,2,玻璃吹制工、成型工、弯曲工、修整工技能与入行路径,true,false
glass-blowers-molders-benders-and-finishers,zh-CN,3,玻璃吹制工、成型工、弯曲工、修整工AI 影响与职业匹配,true,false
glass-blowers-molders-benders-and-finishers,en,1,"Glass Blowers, Molders, Benders, And Finishers career overview",true,false
glass-blowers-molders-benders-and-finishers,en,2,"Glass Blowers, Molders, Benders, And Finishers skills and entry path",true,false
glass-blowers-molders-benders-and-finishers,en,3,"Glass Blowers, Molders, Benders, And Finishers AI impact and fit",true,false
glaziers,zh-CN,1,玻璃安装工适合谁？职业介绍,true,false
glaziers,zh-CN,2,玻璃安装工适合谁？技能与入行路径,true,false
glaziers,zh-CN,3,玻璃安装工适合谁？AI 影响与职业匹配,true,false
glaziers,en,1,Glaziers career overview,true,false
