block,slug,locale,overall_editorial_score,occupation_specificity_score,workflow_density_score,reader_usefulness_score,template_reuse_score,locale_naturalness_score,conversion_clarity_score,competitive_depth_score,source_backed_claim_density_score,block_relevance_score,reader_safe_boundary_score,status,row_ref,source_baseline_ref,source_traceability_boundary,generated_at
career-page-assembly,arbitrators-mediators-and-conciliators,zh-CN,3.75,3.5,2.33,2.95,4.3,2.5,2.8,4.13,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#arbitrators-mediators-and-conciliators:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,arbitrators-mediators-and-conciliators,en,3.7,3.1,2.33,2.95,4.3,2.5,2.8,3.99,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#arbitrators-mediators-and-conciliators:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,architects,zh-CN,3.7,3.1,2.33,2.95,4.3,2.5,2.8,3.99,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#architects:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,architects,en,3.72,3.3,2.33,2.95,4.3,2.5,2.8,4.06,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#architects:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,architects-except-landscape-and-naval,zh-CN,3.78,3.7,2.33,2.95,4.3,2.5,2.8,4.19,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#architects-except-landscape-and-naval:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,architects-except-landscape-and-naval,en,3.72,3.3,2.33,2.95,4.3,2.5,2.8,4.06,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#architects-except-landscape-and-naval:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,architectural-and-civil-drafters,zh-CN,3.65,3.3,2.33,2.95,3.6,2.5,2.8,4.06,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#architectural-and-civil-drafters:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,architectural-and-civil-drafters,en,3.63,3.1,2.33,2.95,3.6,2.5,2.8,3.99,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#architectural-and-civil-drafters:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,architectural-and-engineering-managers,zh-CN,3.72,3.3,2.33,2.95,4.3,2.5,2.8,4.06,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#architectural-and-engineering-managers:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,architectural-and-engineering-managers,en,3.7,3.1,2.33,2.95,4.3,2.5,2.8,3.99,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#architectural-and-engineering-managers:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,architecture-teachers-postsecondary,zh-CN,3.63,3.1,2.33,2.95,3.6,2.5,2.8,3.99,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#architecture-teachers-postsecondary:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,architecture-teachers-postsecondary,en,3.6,2.9,2.33,2.95,3.6,2.5,2.8,3.93,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#architecture-teachers-postsecondary:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,archivists,zh-CN,3.64,2.7,2.33,2.95,4.3,2.5,2.8,3.86,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#archivists:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,archivists,en,3.62,2.5,2.33,2.95,4.3,2.5,2.8,3.79,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#archivists:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,curators-museum-technicians-and-conservators,zh-CN,3.67,2.9,2.33,2.95,4.3,2.5,2.8,3.93,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#curators-museum-technicians-and-conservators:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,curators-museum-technicians-and-conservators,en,3.64,2.7,2.33,2.95,4.3,2.5,2.8,3.86,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#curators-museum-technicians-and-conservators:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,area-ethnic-and-cultural-studies-teachers-postsecondary,zh-CN,3.83,4.1,2.33,2.95,4.3,2.5,2.8,4.33,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#area-ethnic-and-cultural-studies-teachers-postsecondary:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,area-ethnic-and-cultural-studies-teachers-postsecondary,en,3.78,3.7,2.33,2.95,4.3,2.5,2.8,4.19,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#area-ethnic-and-cultural-studies-teachers-postsecondary:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,art-directors,zh-CN,3.6,2.9,2.33,2.95,3.6,2.5,2.8,3.93,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#art-directors:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,art-directors,en,3.57,2.7,2.33,2.95,3.6,2.5,2.8,3.86,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#art-directors:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,art-therapists,zh-CN,3.6,2.9,2.33,2.95,3.6,2.5,2.8,3.93,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#art-therapists:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,art-therapists,en,3.57,2.7,2.33,2.95,3.6,2.5,2.8,3.86,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#art-therapists:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,art-drama-and-music-teachers-postsecondary,zh-CN,3.8,3.9,2.33,2.95,4.3,2.5,2.8,4.26,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#art-drama-and-music-teachers-postsecondary:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,art-drama-and-music-teachers-postsecondary,en,3.75,3.5,2.33,2.95,4.3,2.5,2.8,4.13,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#art-drama-and-music-teachers-postsecondary:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,assemblers-and-fabricators,zh-CN,3.6,2.9,2.33,2.95,3.6,2.5,2.8,3.93,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#assemblers-and-fabricators:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,assemblers-and-fabricators,en,3.6,2.9,2.33,2.95,3.6,2.5,2.8,3.93,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#assemblers-and-fabricators:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,astronomers,zh-CN,3.64,2.7,2.33,2.95,4.3,2.5,2.8,3.86,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#astronomers:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,astronomers,en,3.62,2.5,2.33,2.95,4.3,2.5,2.8,3.79,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#astronomers:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,athletes-and-sports-competitors,zh-CN,3.65,3.3,2.33,2.95,3.6,2.5,2.8,4.06,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#athletes-and-sports-competitors:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,athletes-and-sports-competitors,en,3.63,3.1,2.33,2.95,3.6,2.5,2.8,3.99,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#athletes-and-sports-competitors:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,athletic-trainers,zh-CN,3.6,2.9,2.33,2.95,3.6,2.5,2.8,3.93,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#athletic-trainers:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,athletic-trainers,en,3.57,2.7,2.33,2.95,3.6,2.5,2.8,3.86,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#athletic-trainers:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,atmospheric-and-space-scientists,zh-CN,3.65,3.3,2.33,2.95,3.6,2.5,2.8,4.06,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#atmospheric-and-space-scientists:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,atmospheric-and-space-scientists,en,3.63,3.1,2.33,2.95,3.6,2.5,2.8,3.99,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#atmospheric-and-space-scientists:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,atmospheric-scientists-including-meteorologists,zh-CN,3.68,3.5,2.33,2.95,3.6,2.5,2.8,4.13,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#atmospheric-scientists-including-meteorologists:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,atmospheric-scientists-including-meteorologists,en,3.63,3.1,2.33,2.95,3.6,2.5,2.8,3.99,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#atmospheric-scientists-including-meteorologists:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,atmospheric-earth-marine-and-space-sciences-teachers-postsecondary,zh-CN,3.91,4.7,2.33,2.95,4.3,2.5,2.8,4.53,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#atmospheric-earth-marine-and-space-sciences-teachers-postsecondary:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,atmospheric-earth-marine-and-space-sciences-teachers-postsecondary,en,3.8,3.9,2.33,2.95,4.3,2.5,2.8,4.26,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#atmospheric-earth-marine-and-space-sciences-teachers-postsecondary:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,audio-and-video-technicians,zh-CN,3.65,3.3,2.33,2.95,3.6,2.5,2.8,4.06,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#audio-and-video-technicians:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,audio-and-video-technicians,en,3.63,3.1,2.33,2.95,3.6,2.5,2.8,3.99,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#audio-and-video-technicians:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,audiologists,zh-CN,3.64,2.7,2.33,2.95,4.3,2.5,2.8,3.86,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#audiologists:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,audiologists,en,3.62,2.5,2.33,2.95,4.3,2.5,2.8,3.79,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#audiologists:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,audiovisual-equipment-installers-and-repairers,zh-CN,3.92,4.2,2.89,3.45,3.6,2.5,2.8,4.71,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#audiovisual-equipment-installers-and-repairers:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
