seed_ordinal,slug,locale,title_en,title_zh,primary_detected_intent,secondary_detected_intents,what-is,salary,career-path,skills,AI-impact,fit,adjacent,education,certification,page_status,api_status,h1,title,description_present,faq_signal_count,source_signal_count
356,farm-labor-contractors,zh-CN,Farm Labor Contractors,农场劳务,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,农场劳务,农场劳务 | FermatMind,true,12,8
356,farm-labor-contractors,en,Farm Labor Contractors,农场劳务,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Farm Labor Contractors,Farm Labor Contractors | FermatMind,true,12,10
357,farmers-ranchers-and-other-agricultural-managers,zh-CN,"Farmers, Ranchers, And Other Agricultural Managers",农场主、牧场主及其他农业经理,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,农场主、牧场主及其他农业经理,农场主、牧场主及其他农业经理 | FermatMind,true,12,8
357,farmers-ranchers-and-other-agricultural-managers,en,"Farmers, Ranchers, And Other Agricultural Managers",农场主、牧场主及其他农业经理,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,"Farmers, ranchers, and other agricultural managers","Farmers, Ranchers, And Other Agricultural Managers | FermatMind",true,12,10
358,farmworkers-and-laborers-crop-nursery-and-greenhouse,zh-CN,"Farmworkers And Laborers, Crop, Nursery, And Greenhouse",农场工人与劳工、作物、苗圃、温室,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,0,农场工人与劳工、作物、苗圃、温室,农场工人与劳工、作物、苗圃、温室 | FermatMind,true,12,6
358,farmworkers-and-laborers-crop-nursery-and-greenhouse,en,"Farmworkers And Laborers, Crop, Nursery, And Greenhouse",农场工人与劳工、作物、苗圃、温室,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,"Farmworkers And Laborers, Crop, Nursery, And Greenhouse","Farmworkers And Laborers, Crop, Nursery, And Greenhouse | FermatMind",true,12,10
359,farmworkers-farm-ranch-and-aquacultural-animals,zh-CN,"Farmworkers, Farm, Ranch, And Aquacultural Animals",农场工人、农场、牧场、动物,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,0,农场工人、农场、牧场、动物,农场工人、农场、牧场、动物 | FermatMind,true,12,6
359,farmworkers-farm-ranch-and-aquacultural-animals,en,"Farmworkers, Farm, Ranch, And Aquacultural Animals",农场工人、农场、牧场、动物,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
360,fashion-designers,zh-CN,Fashion Designers,时装设计师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,时装设计师,时装设计师 | FermatMind,true,12,8
360,fashion-designers,en,Fashion Designers,时装设计师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Fashion designers,Fashion Designers | FermatMind,true,12,10
361,fast-food-and-counter-workers,zh-CN,Fast Food And Counter Workers,食品柜台工人,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
361,fast-food-and-counter-workers,en,Fast Food And Counter Workers,食品柜台工人,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Fast Food And Counter Workers,Fast Food And Counter Workers | FermatMind,true,12,10
362,fence-erectors,zh-CN,Fence Erectors,栅栏搭建工,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,栅栏搭建工,栅栏搭建工 | FermatMind,true,12,8
362,fence-erectors,en,Fence Erectors,栅栏搭建工,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Fence Erectors,Fence Erectors | FermatMind,true,12,10
363,fiberglass-laminators-and-fabricators,zh-CN,Fiberglass Laminators And Fabricators,玻璃纤维层压工制造工,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,玻璃纤维层压工制造工,玻璃纤维层压工制造工 | FermatMind,true,12,8
363,fiberglass-laminators-and-fabricators,en,Fiberglass Laminators And Fabricators,玻璃纤维层压工制造工,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Fiberglass Laminators And Fabricators,Fiberglass Laminators And Fabricators | FermatMind,true,12,10
364,file-clerks,zh-CN,File Clerks,档案文员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,档案文员,档案文员 | FermatMind,true,12,8
364,file-clerks,en,File Clerks,档案文员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,File Clerks,File Clerks | FermatMind,true,12,10
365,film-and-video-editors,zh-CN,Film And Video Editors,电影视频编辑,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,电影视频编辑,电影视频编辑 | FermatMind,true,12,8
365,film-and-video-editors,en,Film And Video Editors,电影视频编辑,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Film And Video Editors,Film And Video Editors | FermatMind,true,12,10
366,film-and-video-editors-and-camera-operators,zh-CN,Film And Video Editors,影视剪辑师,what-is,salary|career-path|skills|AI-impact|fit|adjacent,true,true,true,true,true,true,true,false,false,200,200,影视剪辑师,影视剪辑师 | FermatMind,true,12,8
366,film-and-video-editors-and-camera-operators,en,Film And Video Editors,影视剪辑师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,Film and Video Editors,Film And Video Editors | FermatMind,true,12,9
367,financial-analysts,zh-CN,Financial and Investment Analysts,金融与投资分析师职业诊断,what-is,salary|career-path|skills|AI-impact|fit|adjacent,true,true,true,true,true,true,true,false,false,200,200,金融与投资分析师,金融与投资分析师职业诊断 | FermatMind,true,12,8
367,financial-analysts,en,Financial and Investment Analysts,金融与投资分析师职业诊断,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,Financial and Investment Analysts,Financial and Investment Analysts | FermatMind,true,12,9
368,financial-and-investment-analysts,zh-CN,Financial And Investment Analysts,金融分析师,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
368,financial-and-investment-analysts,en,Financial And Investment Analysts,金融分析师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Financial And Investment Analysts,Financial And Investment Analysts | FermatMind,true,12,10
369,financial-clerks,zh-CN,"Financial Clerks, All Other",其他财务事务文员,what-is,salary|career-path|skills|AI-impact|fit|adjacent,true,true,true,true,true,true,true,false,false,200,0,其他财务事务文员,其他财务事务文员 | FermatMind,true,12,6
369,financial-clerks,en,"Financial Clerks, All Other",其他财务事务文员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,"Financial Clerks, All Other","Financial Clerks, All Other | FermatMind",true,12,9
370,financial-examiners,zh-CN,Financial examiners,金融审查员适合谁？,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,金融审查员,金融审查员适合谁？ | FermatMind,true,12,8
370,financial-examiners,en,Financial examiners,金融审查员适合谁？,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Financial examiners,Financial examiners | FermatMind,true,12,10
371,financial-managers,zh-CN,Financial managers,财务经理适合谁？,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,财务经理,财务经理适合谁？ | FermatMind,true,12,8
371,financial-managers,en,Financial managers,财务经理适合谁？,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Financial managers,Financial managers | FermatMind,true,12,10
372,financial-quantitative-analysts,zh-CN,Financial Quantitative Analysts,金融分析师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,金融分析师,金融分析师 | FermatMind,true,12,8
372,financial-quantitative-analysts,en,Financial Quantitative Analysts,金融分析师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Financial Quantitative Analysts,Financial Quantitative Analysts | FermatMind,true,12,10
373,financial-risk-specialists,zh-CN,Financial Risk Specialists,专家金融,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,0,专家金融,专家金融 | FermatMind,true,12,6
373,financial-risk-specialists,en,Financial Risk Specialists,专家金融,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Financial Risk Specialists,Financial Risk Specialists | FermatMind,true,12,10
374,fine-artists-including-painters-sculptors-and-illustrators,zh-CN,"Fine Artists, Including Painters, Sculptors, And Illustrators",艺术家、油漆工,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
374,fine-artists-including-painters-sculptors-and-illustrators,en,"Fine Artists, Including Painters, Sculptors, And Illustrators",艺术家、油漆工,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,"Fine Artists, Including Painters, Sculptors, And Illustrators","Fine Artists, Including Painters, Sculptors, And Illustrators | FermatMind",true,12,10
375,fire-inspectors-and-investigators,zh-CN,Fire Inspectors And Investigators,消防检查员调查员,what-is,salary|career-path|skills|AI-impact|fit|adjacent,true,true,true,true,true,true,true,false,false,200,200,消防检查员与调查员,消防检查员调查员 | FermatMind,true,12,8
375,fire-inspectors-and-investigators,en,Fire Inspectors And Investigators,消防检查员调查员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,Fire Inspectors and Investigators,Fire Inspectors And Investigators | FermatMind,true,12,9
376,fire-prevention-and-protection-engineers,zh-CN,Fire Prevention And Protection Engineers,工程师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,工程师,工程师 | FermatMind,true,12,8
376,fire-prevention-and-protection-engineers,en,Fire Prevention And Protection Engineers,工程师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Fire Prevention And Protection Engineers,Fire Prevention And Protection Engineers | FermatMind,true,12,10
377,firefighters,zh-CN,Firefighters,消防员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,消防员,消防员 | FermatMind,true,12,8
377,firefighters,en,Firefighters,消防员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Firefighters,Firefighters | FermatMind,true,12,10
378,first-line-supervisors-of-air-crew-members,zh-CN,First Line Supervisors Of Air Crew Members,一线主管机组成员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,0,一线主管机组成员,一线主管机组成员 | FermatMind,true,12,6
378,first-line-supervisors-of-air-crew-members,en,First Line Supervisors Of Air Crew Members,一线主管机组成员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,First Line Supervisors Of Air Crew Members,First Line Supervisors Of Air Crew Members | FermatMind,true,12,10
379,first-line-supervisors-of-all-other-tactical-operations-specialists,zh-CN,First Line Supervisors Of All Other Tactical Operations Specialists,专家主管,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,0,专家主管,专家主管 | FermatMind,true,12,6
379,first-line-supervisors-of-all-other-tactical-operations-specialists,en,First Line Supervisors Of All Other Tactical Operations Specialists,专家主管,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,First Line Supervisors Of All Other Tactical Operations Specialists,First Line Supervisors Of All Other Tactical Operations Specialists | FermatMind,true,12,10
380,first-line-supervisors-of-construction-trades-and-extraction-workers,zh-CN,First Line Supervisors Of Construction Trades And Extraction Workers,建筑施工主管采掘工人,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,建筑施工主管采掘工人,建筑施工主管采掘工人 | FermatMind,true,12,8
380,first-line-supervisors-of-construction-trades-and-extraction-workers,en,First Line Supervisors Of Construction Trades And Extraction Workers,建筑施工主管采掘工人,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,First Line Supervisors Of Construction Trades And Extraction Workers,First Line Supervisors Of Construction Trades And Extraction Workers | FermatMind,true,12,10
381,first-line-supervisors-of-correctional-officers,zh-CN,First Line Supervisors Of Correctional Officers,一线主管官,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,一线主管官,一线主管官 | FermatMind,true,12,8
381,first-line-supervisors-of-correctional-officers,en,First Line Supervisors Of Correctional Officers,一线主管官,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,First Line Supervisors Of Correctional Officers,First Line Supervisors Of Correctional Officers | FermatMind,true,12,10
382,first-line-supervisors-of-entertainment-and-recreation-workers-except-gambling-services,zh-CN,"First Line Supervisors Of Entertainment And Recreation Workers, Except Gambling Services",主管工人,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,主管工人,主管工人 | FermatMind,true,12,8
382,first-line-supervisors-of-entertainment-and-recreation-workers-except-gambling-services,en,"First Line Supervisors Of Entertainment And Recreation Workers, Except Gambling Services",主管工人,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,"First Line Supervisors Of Entertainment And Recreation Workers, Except Gambling Services","First Line Supervisors Of Entertainment And Recreation Workers, Except Gambling Services | FermatMind",true,12,10
383,first-line-supervisors-of-farming-fishing-and-forestry-workers,zh-CN,"First Line Supervisors Of Farming, Fishing, And Forestry Workers",主管林业工人渔业,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,0,主管林业工人渔业,主管林业工人渔业 | FermatMind,true,12,6
383,first-line-supervisors-of-farming-fishing-and-forestry-workers,en,"First Line Supervisors Of Farming, Fishing, And Forestry Workers",主管林业工人渔业,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,"First Line Supervisors Of Farming, Fishing, And Forestry Workers","First Line Supervisors Of Farming, Fishing, And Forestry Workers | FermatMind",true,12,10
384,first-line-supervisors-of-firefighting-and-prevention-workers,zh-CN,First Line Supervisors Of Firefighting And Prevention Workers,主管工人,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,主管工人,主管工人 | FermatMind,true,12,8
384,first-line-supervisors-of-firefighting-and-prevention-workers,en,First Line Supervisors Of Firefighting And Prevention Workers,主管工人,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,First Line Supervisors Of Firefighting And Prevention Workers,First Line Supervisors Of Firefighting And Prevention Workers | FermatMind,true,12,10
385,first-line-supervisors-of-food-preparation-and-serving-workers,zh-CN,First Line Supervisors Of Food Preparation And Serving Workers,食品制备主管工人服务,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,食品制备主管工人服务,食品制备主管工人服务 | FermatMind,true,12,8
385,first-line-supervisors-of-food-preparation-and-serving-workers,en,First Line Supervisors Of Food Preparation And Serving Workers,食品制备主管工人服务,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,First Line Supervisors Of Food Preparation And Serving Workers,First Line Supervisors Of Food Preparation And Serving Workers | FermatMind,true,12,10
386,first-line-supervisors-of-gambling-services-workers,zh-CN,First Line Supervisors Of Gambling Services Workers,主管工人,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,主管工人,主管工人 | FermatMind,true,12,8
386,first-line-supervisors-of-gambling-services-workers,en,First Line Supervisors Of Gambling Services Workers,主管工人,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,First Line Supervisors Of Gambling Services Workers,First Line Supervisors Of Gambling Services Workers | FermatMind,true,12,10
387,first-line-supervisors-of-helpers-laborers-and-material-movers-hand,zh-CN,"First Line Supervisors Of Helpers, Laborers, And Material Movers, Hand",一线主管帮工、劳工、物料搬运工、手工,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,一线主管帮工、劳工、物料搬运工、手工,一线主管帮工、劳工、物料搬运工、手工 | FermatMind,true,12,8
387,first-line-supervisors-of-helpers-laborers-and-material-movers-hand,en,"First Line Supervisors Of Helpers, Laborers, And Material Movers, Hand",一线主管帮工、劳工、物料搬运工、手工,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,"First Line Supervisors Of Helpers, Laborers, And Material Movers, Hand","First Line Supervisors Of Helpers, Laborers, And Material Movers, Hand | FermatMind",true,12,10
388,first-line-supervisors-of-housekeeping-and-janitorial-workers,zh-CN,First Line Supervisors Of Housekeeping And Janitorial Workers,主管工人,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,主管工人,主管工人 | FermatMind,true,12,8
388,first-line-supervisors-of-housekeeping-and-janitorial-workers,en,First Line Supervisors Of Housekeeping And Janitorial Workers,主管工人,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,0,First Line Supervisors Of Housekeeping And Janitorial Workers,First Line Supervisors Of Housekeeping And Janitorial Workers | FermatMind,true,12,8
389,first-line-supervisors-of-landscaping-lawn-service-and-groundskeeping-workers,zh-CN,"First Line Supervisors Of Landscaping, Lawn Service, And Groundskeeping Workers",主管工人,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,主管工人,主管工人 | FermatMind,true,12,8
389,first-line-supervisors-of-landscaping-lawn-service-and-groundskeeping-workers,en,"First Line Supervisors Of Landscaping, Lawn Service, And Groundskeeping Workers",主管工人,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
390,first-line-supervisors-of-material-moving-machine-and-vehicle-operators,zh-CN,First Line Supervisors Of Material Moving Machine And Vehicle Operators,物料搬运主管操作员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,物料搬运主管操作员,物料搬运主管操作员 | FermatMind,true,12,8
390,first-line-supervisors-of-material-moving-machine-and-vehicle-operators,en,First Line Supervisors Of Material Moving Machine And Vehicle Operators,物料搬运主管操作员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,First Line Supervisors Of Material Moving Machine And Vehicle Operators,First Line Supervisors Of Material Moving Machine And Vehicle Operators | FermatMind,true,12,10
391,first-line-supervisors-of-mechanics-installers-and-repairers,zh-CN,"First Line Supervisors Of Mechanics, Installers, And Repairers",主管修理,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,主管修理,主管修理 | FermatMind,true,12,8
391,first-line-supervisors-of-mechanics-installers-and-repairers,en,"First Line Supervisors Of Mechanics, Installers, And Repairers",主管修理,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,"First Line Supervisors Of Mechanics, Installers, And Repairers","First Line Supervisors Of Mechanics, Installers, And Repairers | FermatMind",true,12,10
392,first-line-supervisors-of-non-retail-sales-workers,zh-CN,First Line Supervisors Of Non Retail Sales Workers,主管工人销售,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
392,first-line-supervisors-of-non-retail-sales-workers,en,First Line Supervisors Of Non Retail Sales Workers,主管工人销售,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,First Line Supervisors Of Non Retail Sales Workers,First Line Supervisors Of Non Retail Sales Workers | FermatMind,true,12,10
393,first-line-supervisors-of-office-and-administrative-support-workers,zh-CN,First Line Supervisors Of Office And Administrative Support Workers,主管工人,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,主管工人,主管工人 | FermatMind,true,12,8
393,first-line-supervisors-of-office-and-administrative-support-workers,en,First Line Supervisors Of Office And Administrative Support Workers,主管工人,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,First Line Supervisors Of Office And Administrative Support Workers,First Line Supervisors Of Office And Administrative Support Workers | FermatMind,true,12,10
394,first-line-supervisors-of-passenger-attendants,zh-CN,First Line Supervisors Of Passenger Attendants,一线主管乘客服务员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,一线主管乘客服务员,一线主管乘客服务员 | FermatMind,true,12,8
394,first-line-supervisors-of-passenger-attendants,en,First Line Supervisors Of Passenger Attendants,一线主管乘客服务员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,First Line Supervisors Of Passenger Attendants,First Line Supervisors Of Passenger Attendants | FermatMind,true,12,10
395,first-line-supervisors-of-personal-service-workers,zh-CN,First Line Supervisors Of Personal Service Workers,主管工人,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,主管工人,主管工人 | FermatMind,true,12,8
395,first-line-supervisors-of-personal-service-workers,en,First Line Supervisors Of Personal Service Workers,主管工人,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,First Line Supervisors Of Personal Service Workers,First Line Supervisors Of Personal Service Workers | FermatMind,true,12,10
396,first-line-supervisors-of-police-and-detectives,zh-CN,First Line Supervisors Of Police And Detectives,一线主管警察侦探,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,一线主管警察侦探,一线主管警察侦探 | FermatMind,true,12,8
396,first-line-supervisors-of-police-and-detectives,en,First Line Supervisors Of Police And Detectives,一线主管警察侦探,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,First Line Supervisors Of Police And Detectives,First Line Supervisors Of Police And Detectives | FermatMind,true,12,10
397,first-line-supervisors-of-production-and-operating-workers,zh-CN,First Line Supervisors Of Production And Operating Workers,主管生产工人,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,主管生产工人,主管生产工人 | FermatMind,true,12,8
397,first-line-supervisors-of-production-and-operating-workers,en,First Line Supervisors Of Production And Operating Workers,主管生产工人,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
398,first-line-supervisors-of-retail-sales-workers,zh-CN,First Line Supervisors Of Retail Sales Workers,主管工人销售,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,主管工人销售,主管工人销售 | FermatMind,true,12,8
398,first-line-supervisors-of-retail-sales-workers,en,First Line Supervisors Of Retail Sales Workers,主管工人销售,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,First Line Supervisors Of Retail Sales Workers,First Line Supervisors Of Retail Sales Workers | FermatMind,true,12,10
399,first-line-supervisors-of-security-workers,zh-CN,First Line Supervisors Of Security Workers,主管工人,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,主管工人,主管工人 | FermatMind,true,12,8
399,first-line-supervisors-of-security-workers,en,First Line Supervisors Of Security Workers,主管工人,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,First Line Supervisors Of Security Workers,First Line Supervisors Of Security Workers | FermatMind,true,12,10
400,first-line-supervisors-of-weapons-specialists-crew-members,zh-CN,First Line Supervisors Of Weapons Specialists/Crew Members,专家主管,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,专家主管,专家主管 | FermatMind,true,12,8
400,first-line-supervisors-of-weapons-specialists-crew-members,en,First Line Supervisors Of Weapons Specialists/Crew Members,专家主管,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,First Line Supervisors Of Weapons Specialists/Crew Members,First Line Supervisors Of Weapons Specialists/Crew Members | FermatMind,true,12,10
401,fish-and-game-wardens,zh-CN,Fish And Game Wardens,鱼类与野生动物管理员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,鱼类与野生动物管理员,鱼类与野生动物管理员 | FermatMind,true,12,8
401,fish-and-game-wardens,en,Fish And Game Wardens,鱼类与野生动物管理员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Fish And Game Wardens,Fish And Game Wardens | FermatMind,true,12,10
402,fishers-and-related-fishing-workers,zh-CN,Fishing And Hunting Workers,渔猎从业人员,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
402,fishers-and-related-fishing-workers,en,Fishing And Hunting Workers,渔猎从业人员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Fishing and hunting workers,Fishing And Hunting Workers | FermatMind,true,12,10
403,fitness-and-wellness-coordinators,zh-CN,Fitness And Wellness Coordinators,健身与健康协调员,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
403,fitness-and-wellness-coordinators,en,Fitness And Wellness Coordinators,健身与健康协调员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Fitness And Wellness Coordinators,Fitness And Wellness Coordinators | FermatMind,true,12,10
404,fitness-trainers-and-instructors,zh-CN,Exercise Trainers And Group Fitness Instructors,健身训练师与团课教练,what-is,salary|career-path|skills|AI-impact|fit|adjacent,true,true,true,true,true,true,true,false,false,200,200,健身训练师与团课教练,健身训练师与团课教练 | FermatMind,true,12,8
404,fitness-trainers-and-instructors,en,Exercise Trainers And Group Fitness Instructors,健身训练师与团课教练,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,Exercise Trainers and Group Fitness Instructors,Exercise Trainers And Group Fitness Instructors | FermatMind,true,12,9
405,flight-attendants,zh-CN,Flight Attendants,空乘人员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,空乘人员,空乘人员 | FermatMind,true,12,8
405,flight-attendants,en,Flight Attendants,空乘人员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Flight attendants,Flight Attendants | FermatMind,true,12,10
