slug,locale,page_status,api_status,h1_present,title_present,description_present,faq_signal_count,source_signals,canonical_ok,noindex
foreign-language-and-literature-teachers-postsecondary,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
foreign-language-and-literature-teachers-postsecondary,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
forensic-science-technicians,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
forensic-science-technicians,en,0,200,false,false,false,0,api:sources|api:source,false,false
forest-and-conservation-technicians,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
forest-and-conservation-technicians,en,0,0,false,false,false,0,,false,false
forest-and-conservation-workers,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
forest-and-conservation-workers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
forest-fire-inspectors-and-prevention-specialists,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
forest-fire-inspectors-and-prevention-specialists,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
foresters,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
foresters,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
forestry-and-conservation-science-teachers-postsecondary,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
forestry-and-conservation-science-teachers-postsecondary,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
forging-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
forging-machine-setters-operators-and-tenders-metal-and-plastic,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
foundry-mold-and-coremakers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
foundry-mold-and-coremakers,en,200,0,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI,true,false
fraud-examiners-investigators-and-analysts,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
fraud-examiners-investigators-and-analysts,en,0,0,false,false,false,0,,false,false
freight-forwarders,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
freight-forwarders,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
fuel-cell-engineers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
fuel-cell-engineers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
fundraisers,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
fundraisers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
fundraising-managers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
fundraising-managers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
funeral-attendants,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
funeral-attendants,en,200,0,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI,true,false
funeral-home-managers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
funeral-home-managers,en,0,200,false,false,false,0,api:sources|api:source,false,false
funeral-service-occupations,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
funeral-service-occupations,en,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
furnace-kiln-oven-drier-and-kettle-operators-and-tenders,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
furnace-kiln-oven-drier-and-kettle-operators-and-tenders,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
furniture-finishers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
furniture-finishers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
gambling-and-sports-book-writers-and-runners,zh-CN,0,0,false,false,false,0,,false,false
gambling-and-sports-book-writers-and-runners,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
gambling-cage-workers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
gambling-cage-workers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
gambling-change-persons-and-booth-cashiers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
gambling-change-persons-and-booth-cashiers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
gambling-dealers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
gambling-dealers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
gambling-managers,zh-CN,200,0,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI,true,false
gambling-managers,en,0,200,false,false,false,0,api:sources|api:source,false,false
gaming-services-occupations,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
gaming-services-occupations,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
gambling-surveillance-officers-and-gambling-investigators,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
gambling-surveillance-officers-and-gambling-investigators,en,0,0,false,false,false,0,,false,false
gas-compressor-and-gas-pumping-station-operators,zh-CN,200,0,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI,true,false
gas-compressor-and-gas-pumping-station-operators,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
gas-plant-operators,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
gas-plant-operators,en,0,200,false,false,false,0,api:sources|api:source,false,false
gem-and-diamond-workers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
gem-and-diamond-workers,en,200,0,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI,true,false
general-and-operations-managers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
general-and-operations-managers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
general-internal-medicine-physicians,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
general-internal-medicine-physicians,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
general-maintenance-and-repair-workers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
general-maintenance-and-repair-workers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
general-office-clerks,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
general-office-clerks,en,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
genetic-counselors,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
genetic-counselors,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
geneticists,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
geneticists,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
geodetic-surveyors,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
geodetic-surveyors,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
geographers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
geographers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
geographic-information-systems-technologists-and-technicians,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
geographic-information-systems-technologists-and-technicians,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
geography-teachers-postsecondary,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
geography-teachers-postsecondary,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
geological-and-petroleum-technicians,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
geological-and-petroleum-technicians,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
geological-technicians-except-hydrologic-technicians,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
geological-technicians-except-hydrologic-technicians,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
geoscientists,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
geoscientists,en,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
geoscientists-except-hydrologists-and-geographers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
geoscientists-except-hydrologists-and-geographers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
geothermal-production-managers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
geothermal-production-managers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
geothermal-technicians,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
geothermal-technicians,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
glass-blowers-molders-benders-and-finishers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
glass-blowers-molders-benders-and-finishers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
glaziers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
glaziers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
government-property-inspectors-and-investigators,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
government-property-inspectors-and-investigators,en,0,200,false,false,false,0,api:sources|api:source,false,false
graders-and-sorters-agricultural-products,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
graders-and-sorters-agricultural-products,en,0,200,false,false,false,0,api:sources|api:source,false,false
graphic-designers,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
graphic-designers,en,0,200,false,false,false,0,api:sources|api:source,false,false
grinding-and-polishing-workers-hand,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
grinding-and-polishing-workers-hand,en,0,0,false,false,false,0,,false,false
grinding-lapping-polishing-and-buffing-machine-tool-setters-operators-and-tenders-metal-and-plastic,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
grinding-lapping-polishing-and-buffing-machine-tool-setters-operators-and-tenders-metal-and-plastic,en,0,200,false,false,false,0,api:sources|api:source,false,false
grounds-maintenance-workers,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
grounds-maintenance-workers,en,0,200,false,false,false,0,api:sources|api:source,false,false
hand-laborers-and-material-movers,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
hand-laborers-and-material-movers,en,0,200,false,false,false,0,api:sources|api:source,false,false
hazardous-materials-removal-workers,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
hazardous-materials-removal-workers,en,0,200,false,false,false,0,api:sources|api:source,false,false
health-and-safety-engineers,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
health-and-safety-engineers,en,0,200,false,false,false,0,api:sources|api:source,false,false
health-and-safety-engineers-except-mining-safety-engineers-and-inspectors,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
health-and-safety-engineers-except-mining-safety-engineers-and-inspectors,en,0,200,false,false,false,0,api:sources|api:source,false,false
health-educators,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
health-educators,en,0,200,false,false,false,0,api:sources|api:source,false,false
health-informatics-specialists,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
health-informatics-specialists,en,0,200,false,false,false,0,api:sources|api:source,false,false
health-information-technologists-and-medical-registrars,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
health-information-technologists-and-medical-registrars,en,0,200,false,false,false,0,api:sources|api:source,false,false
health-specialties-teachers-postsecondary,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
health-specialties-teachers-postsecondary,en,0,200,false,false,false,0,api:sources|api:source,false,false
healthcare-social-workers,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
healthcare-social-workers,en,0,200,false,false,false,0,api:sources|api:source,false,false
hearing-aid-specialists,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
hearing-aid-specialists,en,0,200,false,false,false,0,api:sources|api:source,false,false
heat-treating-equipment-setters-operators-and-tenders-metal-and-plastic,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
heat-treating-equipment-setters-operators-and-tenders-metal-and-plastic,en,0,200,false,false,false,0,api:sources|api:source,false,false
heating-air-conditioning-and-refrigeration-mechanics-and-installers,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
heating-air-conditioning-and-refrigeration-mechanics-and-installers,en,0,200,false,false,false,0,api:sources|api:source,false,false
heavy-and-tractor-trailer-truck-drivers,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
heavy-and-tractor-trailer-truck-drivers,en,0,200,false,false,false,0,api:sources|api:source,false,false
heavy-vehicle-and-mobile-equipment-service-technicians,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
heavy-vehicle-and-mobile-equipment-service-technicians,en,0,200,false,false,false,0,api:sources|api:source,false,false
helpers-brickmasons-blockmasons-stonemasons-and-tile-and-marble-setters,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
helpers-brickmasons-blockmasons-stonemasons-and-tile-and-marble-setters,en,0,200,false,false,false,0,api:sources|api:source,false,false
helpers-carpenters,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
helpers-carpenters,en,0,0,false,false,false,0,,false,false
helpers-electricians,zh-CN,0,0,false,false,false,0,,false,false
helpers-electricians,en,0,0,false,false,false,0,,false,false
helpers-extraction-workers,zh-CN,0,0,false,false,false,0,,false,false
helpers-extraction-workers,en,0,0,false,false,false,0,,false,false
helpers-installation-maintenance-and-repair-workers,zh-CN,0,0,false,false,false,0,,false,false
helpers-installation-maintenance-and-repair-workers,en,0,0,false,false,false,0,,false,false
helpers-painters-paperhangers-plasterers-and-stucco-masons,zh-CN,0,0,false,false,false,0,,false,false
helpers-painters-paperhangers-plasterers-and-stucco-masons,en,0,0,false,false,false,0,,false,false
helpers-pipelayers-plumbers-pipefitters-and-steamfitters,zh-CN,0,0,false,false,false,0,,false,false
helpers-pipelayers-plumbers-pipefitters-and-steamfitters,en,0,0,false,false,false,0,,false,false
helpers-production-workers,zh-CN,0,0,false,false,false,0,,false,false
helpers-production-workers,en,0,0,false,false,false,0,,false,false
helpers-roofers,zh-CN,0,0,false,false,false,0,,false,false
helpers-roofers,en,0,0,false,false,false,0,,false,false
high-school-teachers,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
high-school-teachers,en,0,0,false,false,false,0,,false,false
highway-maintenance-workers,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
highway-maintenance-workers,en,0,200,false,false,false,0,api:sources|api:source,false,false
histology-technicians,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
histology-technicians,en,0,200,false,false,false,0,api:sources|api:source,false,false
historians,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
historians,en,0,200,false,false,false,0,api:sources|api:source,false,false
history-teachers-postsecondary,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
history-teachers-postsecondary,en,0,200,false,false,false,0,api:sources|api:source,false,false
histotechnologists,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
histotechnologists,en,0,200,false,false,false,0,api:sources|api:source,false,false
hoist-and-winch-operators,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
hoist-and-winch-operators,en,0,200,false,false,false,0,api:sources|api:source,false,false
home-appliance-repairers,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
home-appliance-repairers,en,0,200,false,false,false,0,api:sources|api:source,false,false
home-health-aides,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
home-health-aides,en,0,0,false,false,false,0,,false,false
home-health-aides-and-personal-care-aides,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
home-health-aides-and-personal-care-aides,en,0,200,false,false,false,0,api:sources|api:source,false,false
hospitalists,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
hospitalists,en,0,200,false,false,false,0,api:sources|api:source,false,false
hosts-and-hostesses-restaurant-lounge-and-coffee-shop,zh-CN,0,0,false,false,false,0,,false,false
hosts-and-hostesses-restaurant-lounge-and-coffee-shop,en,0,0,false,false,false,0,,false,false
hotel-motel-and-resort-desk-clerks,zh-CN,0,0,false,false,false,0,,false,false
hotel-motel-and-resort-desk-clerks,en,0,0,false,false,false,0,,false,false
human-factors-engineers-and-ergonomists,zh-CN,0,0,false,false,false,0,,false,false
human-factors-engineers-and-ergonomists,en,0,0,false,false,false,0,,false,false
human-resources-assistants-except-payroll-and-timekeeping,zh-CN,0,0,false,false,false,0,,false,false
human-resources-assistants-except-payroll-and-timekeeping,en,0,0,false,false,false,0,,false,false
human-resources-managers,zh-CN,0,0,false,false,false,0,,false,false
human-resources-managers,en,0,0,false,false,false,0,,false,false
human-resources-specialists,zh-CN,0,0,false,false,false,0,,false,false
human-resources-specialists,en,0,0,false,false,false,0,,false,false
hydroelectric-plant-technicians,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
hydroelectric-plant-technicians,en,0,200,false,false,false,0,api:sources|api:source,false,false
hydroelectric-production-managers,zh-CN,0,0,false,false,false,0,,false,false
hydroelectric-production-managers,en,0,0,false,false,false,0,,false,false
hydrologic-technicians,zh-CN,0,0,false,false,false,0,,false,false
hydrologic-technicians,en,0,0,false,false,false,0,,false,false
hydrologists,zh-CN,0,0,false,false,false,0,,false,false
hydrologists,en,0,0,false,false,false,0,,false,false
industrial-designers,zh-CN,0,0,false,false,false,0,,false,false
industrial-designers,en,0,0,false,false,false,0,,false,false
industrial-ecologists,zh-CN,0,0,false,false,false,0,,false,false
industrial-ecologists,en,0,0,false,false,false,0,,false,false
industrial-engineering-technicians,zh-CN,0,0,false,false,false,0,,false,false
industrial-engineering-technicians,en,0,0,false,false,false,0,,false,false
industrial-engineers,zh-CN,0,0,false,false,false,0,,false,false
industrial-engineers,en,0,0,false,false,false,0,,false,false
industrial-machinery-mechanics,zh-CN,0,0,false,false,false,0,,false,false
industrial-machinery-mechanics,en,0,0,false,false,false,0,,false,false
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,zh-CN,0,0,false,false,false,0,,false,false
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,en,0,0,false,false,false,0,,false,false
industrial-organizational-psychologists,zh-CN,0,0,false,false,false,0,,false,false
industrial-organizational-psychologists,en,0,0,false,false,false,0,,false,false
industrial-production-managers,zh-CN,0,0,false,false,false,0,,false,false
industrial-production-managers,en,0,0,false,false,false,0,,false,false
industrial-truck-and-tractor-operators,zh-CN,0,0,false,false,false,0,,false,false
industrial-truck-and-tractor-operators,en,0,0,false,false,false,0,,false,false
infantry,zh-CN,0,0,false,false,false,0,,false,false
infantry,en,0,0,false,false,false,0,,false,false
infantry-officers,zh-CN,0,0,false,false,false,0,,false,false
infantry-officers,en,0,0,false,false,false,0,,false,false
information-clerks,zh-CN,0,0,false,false,false,0,,false,false
information-clerks,en,0,0,false,false,false,0,,false,false
information-security-analysts,zh-CN,0,0,false,false,false,0,,false,false
information-security-analysts,en,0,0,false,false,false,0,,false,false
information-security-engineers,zh-CN,0,0,false,false,false,0,,false,false
information-security-engineers,en,200,0,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI,true,false
information-technology-project-managers,zh-CN,0,0,false,false,false,0,,false,false
information-technology-project-managers,en,0,0,false,false,false,0,,false,false
inspectors-testers-sorters-samplers-and-weighers,zh-CN,0,0,false,false,false,0,,false,false
inspectors-testers-sorters-samplers-and-weighers,en,0,0,false,false,false,0,,false,false
instructional-coordinators,zh-CN,0,0,false,false,false,0,,false,false
instructional-coordinators,en,0,0,false,false,false,0,,false,false
insulation-workers,zh-CN,0,0,false,false,false,0,,false,false
insulation-workers,en,0,0,false,false,false,0,,false,false
insulation-workers-floor-ceiling-and-wall,zh-CN,0,0,false,false,false,0,,false,false
insulation-workers-floor-ceiling-and-wall,en,0,0,false,false,false,0,,false,false
insulation-workers-mechanical,zh-CN,0,0,false,false,false,0,,false,false
insulation-workers-mechanical,en,0,0,false,false,false,0,,false,false
insurance-appraisers-auto-damage,zh-CN,0,0,false,false,false,0,,false,false
insurance-appraisers-auto-damage,en,0,0,false,false,false,0,,false,false
insurance-claims-and-policy-processing-clerks,zh-CN,0,0,false,false,false,0,,false,false
insurance-claims-and-policy-processing-clerks,en,0,0,false,false,false,0,,false,false
insurance-sales-agents,zh-CN,0,0,false,false,false,0,,false,false
insurance-sales-agents,en,0,0,false,false,false,0,,false,false
insurance-underwriters,zh-CN,0,0,false,false,false,0,,false,false
insurance-underwriters,en,0,0,false,false,false,0,,false,false
intelligence-analysts,zh-CN,0,0,false,false,false,0,,false,false
intelligence-analysts,en,0,0,false,false,false,0,,false,false
interior-designers,zh-CN,0,0,false,false,false,0,,false,false
interior-designers,en,0,0,false,false,false,0,,false,false
interpreters-and-translators,zh-CN,0,0,false,false,false,0,,false,false
interpreters-and-translators,en,0,0,false,false,false,0,,false,false
interviewers-except-eligibility-and-loan,zh-CN,0,0,false,false,false,0,,false,false
interviewers-except-eligibility-and-loan,en,0,0,false,false,false,0,,false,false
investment-fund-managers,zh-CN,0,0,false,false,false,0,,false,false
investment-fund-managers,en,0,0,false,false,false,0,,false,false
structural-iron-and-steel-workers,zh-CN,0,0,false,false,false,0,,false,false
structural-iron-and-steel-workers,en,0,0,false,false,false,0,,false,false
janitors-and-building-cleaners,zh-CN,0,0,false,false,false,0,,false,false
janitors-and-building-cleaners,en,0,0,false,false,false,0,,false,false
janitors-and-cleaners-except-maids-and-housekeeping-cleaners,zh-CN,0,0,false,false,false,0,,false,false
janitors-and-cleaners-except-maids-and-housekeeping-cleaners,en,0,0,false,false,false,0,,false,false
jewelers-and-precious-stone-and-metal-workers,zh-CN,0,0,false,false,false,0,,false,false
jewelers-and-precious-stone-and-metal-workers,en,0,0,false,false,false,0,,false,false
judges-and-hearing-officers,zh-CN,0,0,false,false,false,0,,false,false
judges-and-hearing-officers,en,0,0,false,false,false,0,,false,false
judges-magistrate-judges-and-magistrates,zh-CN,0,0,false,false,false,0,,false,false
judges-magistrate-judges-and-magistrates,en,0,0,false,false,false,0,,false,false
judicial-law-clerks,zh-CN,0,0,false,false,false,0,,false,false
judicial-law-clerks,en,0,0,false,false,false,0,,false,false
kindergarten-and-elementary-school-teachers,zh-CN,0,0,false,false,false,0,,false,false
kindergarten-and-elementary-school-teachers,en,0,0,false,false,false,0,,false,false
kindergarten-teachers-except-special-education,zh-CN,0,0,false,false,false,0,,false,false
kindergarten-teachers-except-special-education,en,0,0,false,false,false,0,,false,false
labor-relations-specialists,zh-CN,0,0,false,false,false,0,,false,false
labor-relations-specialists,en,0,0,false,false,false,0,,false,false
laborers-and-freight-stock-and-material-movers-hand,zh-CN,0,0,false,false,false,0,,false,false
laborers-and-freight-stock-and-material-movers-hand,en,0,0,false,false,false,0,,false,false
