index,slug,english,chinese,display_zh,entity_level,reviewer_status,index_state,canonical_path,issue_level,issue_reasons,suggested_zh
"1121","cn-4-11-01-04","Occupational Administrators","储能电站运维管理员","储能电站运维管理员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1122","cn-4-11-01-06","Occupational Administrators","电力可靠性管理员","电力可靠性管理员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1123","cn-4-14-04-03","Occupational Administrators","公共场所卫生管理员","公共场所卫生管理员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1124","cn-6-11-09-03","Occupational Assemblers","火工品装配工","火工品装配工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1125","cn-6-20-06-01","Occupational Assemblers","工业炉及电炉装配工","工业炉及电炉装配工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1126","cn-6-21-01-01","Occupational Assemblers","矿用电机车装配工","矿用电机车装配工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1127","cn-6-21-06-02","Occupational Assemblers","矫形器装配工","矫形器装配工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1128","cn-6-21-06-03","Occupational Assemblers","假肢装配工","假肢装配工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1129","cn-6-23-03-01","Occupational Assemblers","飞机装配工","飞机装配工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1130","cn-6-23-04-02","Occupational Assemblers","自行车与电动自行车装配工","自行车与电动自行车装配工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1131","cn-6-29-02-18","Occupational Assemblers","钢结构装配工","钢结构装配工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1132","cn-2-07-11-03","Occupational Consultants","心理咨询师","心理咨询师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1133","cn-4-07-02-02","Occupational Consultants","科技咨询师","科技咨询师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1134","cn-4-07-03-09","Occupational Consultants","工伤预防咨询师","工伤预防咨询师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1135","cn-4-10-05-03","Occupational Consultants","婚姻家庭咨询师","婚姻家庭咨询师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1136","cn-4-14-02-03","Occupational Consultants","生殖健康咨询师","生殖健康咨询师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1137","cn-4-14-02-04","Occupational Consultants","出生缺陷防控咨询师","出生缺陷防控咨询师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1138","cn-4-04-04-05","Occupational Designers","数字化解决方案设计师","数字化解决方案设计师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1139","cn-4-04-05-11","Occupational Designers","虚拟现实产品设计师","虚拟现实产品设计师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1140","cn-4-08-08-02","Occupational Designers","纺织面料设计师","纺织面料设计师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1141","cn-4-08-08-03","Occupational Designers","家用纺织品设计师","家用纺织品设计师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1142","cn-4-08-08-05","Occupational Designers","工艺美术品设计师","工艺美术品设计师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1143","cn-4-08-08-06","Occupational Designers","装潢美术设计师","装潢美术设计师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1144","cn-4-08-08-07","Occupational Designers","室内装饰设计师","室内装饰设计师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1145","cn-4-08-08-09","Occupational Designers","包装设计师","包装设计师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1146","cn-4-08-08-10","Occupational Designers","玩具设计师","玩具设计师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1147","cn-4-08-08-11","Occupational Designers","首饰设计师","首饰设计师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1148","cn-4-08-08-12","Occupational Designers","家具设计师","家具设计师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1149","cn-4-08-08-13","Occupational Designers","陶瓷产品设计师","陶瓷产品设计师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1150","cn-4-08-08-15","Occupational Designers","地毯设计师","地毯设计师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1151","cn-4-08-08-16","Occupational Designers","皮具设计师","皮具设计师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1152","cn-4-08-08-17","Occupational Designers","鞋类设计师","鞋类设计师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1153","cn-4-08-08-18","Occupational Designers","灯具设计师","灯具设计师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1154","cn-4-08-08-19","Occupational Designers","照明设计师","照明设计师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1155","cn-4-08-08-20","Occupational Designers","形象设计师","形象设计师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1156","cn-4-08-08-21","Occupational Designers","会展设计师","会展设计师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1157","cn-4-08-08-24","Occupational Designers","乐器设计师","乐器设计师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1158","cn-4-08-08-27","Occupational Designers","钟表设计师","钟表设计师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1159","cn-4-08-08-29","Occupational Designers","桌面游戏设计师","桌面游戏设计师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1160","cn-6-02-06-12","Occupational Designers","酒体设计师","酒体设计师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1161","cn-2-04-01-01","Occupational Drivers","飞行驾驶员","飞行驾驶员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1162","cn-4-02-02-01","Occupational Drivers","客运车辆驾驶员","客运车辆驾驶员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1163","cn-4-02-04-06","Occupational Drivers","无人机驾驶员","无人机驾驶员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1164","cn-6-30-01-00","Occupational Drivers","专用车辆驾驶员","专用车辆驾驶员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1165","cn-2-10-02-01","Occupational Editors","文字编辑","文字编辑","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1166","cn-2-10-02-02","Occupational Editors","美术编辑","美术编辑","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1167","cn-2-02-01-03","Occupational Engineering Technicians","水工环地质工程技术人员","水工环地质工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1168","cn-2-02-01-04","Occupational Engineering Technicians","地质矿产调查工程技术人员","地质矿产调查工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1169","cn-2-02-01-05","Occupational Engineering Technicians","钻探工程技术人员","钻探工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1170","cn-2-02-02-04","Occupational Engineering Technicians","地图制图工程技术人员","地图制图工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1171","cn-2-02-02-05","Occupational Engineering Technicians","海洋测绘工程技术人员","海洋测绘工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1172","cn-2-02-02-06","Occupational Engineering Technicians","地理国情监测工程技术人员","地理国情监测工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1173","cn-2-02-02-08","Occupational Engineering Technicians","导航与位置服务工程技术人员","导航与位置服务工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1174","cn-2-02-02-09","Occupational Engineering Technicians","地质测绘工程技术人员","地质测绘工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1175","cn-2-02-03-01","Occupational Engineering Technicians","矿井建设工程技术人员","矿井建设工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1176","cn-2-02-03-02","Occupational Engineering Technicians","采矿工程技术人员","采矿工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1177","cn-2-02-03-03","Occupational Engineering Technicians","矿山通风工程技术人员","矿山通风工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1178","cn-2-02-03-05","Occupational Engineering Technicians","矿山环保复垦工程技术人员","矿山环保复垦工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1179","cn-2-02-04-01","Occupational Engineering Technicians","石油天然气开采工程技术人员","石油天然气开采工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1180","cn-2-02-04-02","Occupational Engineering Technicians","石油天然气储运工程技术人员","石油天然气储运工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1181","cn-2-02-05-01","Occupational Engineering Technicians","冶炼工程技术人员","冶炼工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1182","cn-2-02-05-02","Occupational Engineering Technicians","轧制工程技术人员","轧制工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1183","cn-2-02-05-03","Occupational Engineering Technicians","焦化工程技术人员","焦化工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1184","cn-2-02-05-04","Occupational Engineering Technicians","金属材料工程技术人员","金属材料工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1185","cn-2-02-05-05","Occupational Engineering Technicians","耐火材料工程技术人员","耐火材料工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1186","cn-2-02-05-06","Occupational Engineering Technicians","炭素材料工程技术人员","炭素材料工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1187","cn-2-02-05-07","Occupational Engineering Technicians","冶金热能工程技术人员","冶金热能工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1188","cn-2-02-05-08","Occupational Engineering Technicians","铸管工程技术人员","铸管工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1189","cn-2-02-05-09","Occupational Engineering Technicians","稀土工程技术人员","稀土工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1190","cn-2-02-06-01","Occupational Engineering Technicians","化工实验工程技术人员","化工实验工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1191","cn-2-02-07-07","Occupational Engineering Technicians","自动控制工程技术人员","自动控制工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1192","cn-2-02-07-08","Occupational Engineering Technicians","材料成形与改性工程技术人员","材料成形与改性工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1193","cn-2-02-07-09","Occupational Engineering Technicians","焊接工程技术人员","焊接工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1194","cn-2-02-07-13","Occupational Engineering Technicians","铸造工程技术人员","铸造工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1195","cn-2-02-09-03","Occupational Engineering Technicians","雷达导航工程技术人员","雷达导航工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1196","cn-2-02-11-01","Occupational Engineering Technicians","电工电器工程技术人员","电工电器工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1197","cn-2-02-11-02","Occupational Engineering Technicians","电缆光缆工程技术人员","电缆光缆工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1198","cn-2-02-11-03","Occupational Engineering Technicians","光源与照明工程技术人员","光源与照明工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1199","cn-2-02-12-01","Occupational Engineering Technicians","发电工程技术人员","发电工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1200","cn-2-02-12-02","Occupational Engineering Technicians","供用电工程技术人员","供用电工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1201","cn-2-02-12-03","Occupational Engineering Technicians","变电工程技术人员","变电工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1202","cn-2-02-12-04","Occupational Engineering Technicians","输电工程技术人员","输电工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1203","cn-2-02-13-01","Occupational Engineering Technicians","邮政工程技术人员","邮政工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1204","cn-2-02-13-02","Occupational Engineering Technicians","快递工程技术人员","快递工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1205","cn-2-02-14-01","Occupational Engineering Technicians","广播电视制播工程技术人员","广播电视制播工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1206","cn-2-02-14-02","Occupational Engineering Technicians","广播电视传输覆盖工程技术人员","广播电视传输覆盖工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1207","cn-2-02-14-03","Occupational Engineering Technicians","电影工程技术人员","电影工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1208","cn-2-02-15-03","Occupational Engineering Technicians","水上交通工程技术人员","水上交通工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1209","cn-2-02-15-04","Occupational Engineering Technicians","水上救助打捞工程技术人员","水上救助打捞工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1210","cn-2-02-15-07","Occupational Engineering Technicians","视觉航标工程技术人员","视觉航标工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1211","cn-2-02-15-08","Occupational Engineering Technicians","道路交通工程技术人员","道路交通工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1212","cn-2-02-15-09","Occupational Engineering Technicians","公路养护工程技术人员","公路养护工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1213","cn-2-02-16-04","Occupational Engineering Technicians","民航飞行签派工程技术人员","民航飞行签派工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1214","cn-2-02-17-02","Occupational Engineering Technicians","铁道机务工程技术人员","铁道机务工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1215","cn-2-02-17-03","Occupational Engineering Technicians","铁道车辆工程技术人员","铁道车辆工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1216","cn-2-02-17-04","Occupational Engineering Technicians","铁道电务工程技术人员","铁道电务工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1217","cn-2-02-17-05","Occupational Engineering Technicians","铁道供电工程技术人员","铁道供电工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1218","cn-2-02-17-06","Occupational Engineering Technicians","铁道工务工程技术人员","铁道工务工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1219","cn-2-02-18-03","Occupational Engineering Technicians","风景园林工程技术人员","风景园林工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1220","cn-2-02-18-04","Occupational Engineering Technicians","供水排水工程技术人员","供水排水工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1221","cn-2-02-18-06","Occupational Engineering Technicians","城镇燃气与供热工程技术人员","城镇燃气与供热工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1222","cn-2-02-18-08","Occupational Engineering Technicians","道路与桥隧工程技术人员","道路与桥隧工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1223","cn-2-02-18-09","Occupational Engineering Technicians","港口与航道工程技术人员","港口与航道工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1224","cn-2-02-18-10","Occupational Engineering Technicians","民航机场工程技术人员","民航机场工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1225","cn-2-02-18-13","Occupational Engineering Technicians","爆破工程技术人员","爆破工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1226","cn-2-02-19-01","Occupational Engineering Technicians","硅酸盐工程技术人员","硅酸盐工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1227","cn-2-02-19-02","Occupational Engineering Technicians","非金属矿及制品工程技术人员","非金属矿及制品工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1228","cn-2-02-19-03","Occupational Engineering Technicians","无机非金属材料工程技术人员","无机非金属材料工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1229","cn-2-02-19-04","Occupational Engineering Technicians","混凝土工程技术人员","混凝土工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1230","cn-2-02-20-01","Occupational Engineering Technicians","防沙治沙工程技术人员","防沙治沙工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1231","cn-2-02-20-02","Occupational Engineering Technicians","森林培育工程技术人员","森林培育工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1232","cn-2-02-20-03","Occupational Engineering Technicians","园林绿化工程技术人员","园林绿化工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1233","cn-2-02-20-04","Occupational Engineering Technicians","野生动植物保护利用工程技术人员","野生动植物保护利用工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1234","cn-2-02-20-05","Occupational Engineering Technicians","自然保护区工程技术人员","自然保护区工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1235","cn-2-02-20-06","Occupational Engineering Technicians","森林保护工程技术人员","森林保护工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1236","cn-2-02-20-11","Occupational Engineering Technicians","园林植物保护工程技术人员","园林植物保护工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1237","cn-2-02-20-12","Occupational Engineering Technicians","湿地保护修复工程技术人员","湿地保护修复工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1238","cn-2-02-21-01","Occupational Engineering Technicians","水文水资源工程技术人员","水文水资源工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1239","cn-2-02-21-02","Occupational Engineering Technicians","水生态和河湖治理管护工程技术人员","水生态和河湖治理管护工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1240","cn-2-02-21-04","Occupational Engineering Technicians","防汛抗旱减灾工程技术人员","防汛抗旱减灾工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"1241","cn-2-02-21-05","Occupational Engineering Technicians","节水工程技术人员","节水工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
